iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,1830.0,0.056335,114.48,1.5806,0.492528415417656,0.1165125043232523,0.5296154974077789
2,1803.0,0.21592,75.824,4.267,0.11943689640627599,0.07687181744558227,0.1439059558681204
3,1620.9,0.1269,158.15,4.0142,0.06444791645573421,0.07809129934126804,0.08930514906099757
4,1397.6,0.15982,132.7,4.0248,0.06391106531146692,0.07789251748775496,0.08870502368756313
5,1372.7,0.1978,126.55,4.0137,0.012679337556378895,0.07799682042584724,0.03750649658882789
6,1291.8,0.19598,123.76,4.3783,0.03268920649543707,0.07662184458082735,0.057078697123152326
7,1312.7,0.19464,128.87,4.8297,0.017410478884624683,0.07558885718311695,0.04147115941134545
8,1327.5,0.19769,125.05,4.9603,0.01294722898396753,0.0753851569910324,0.03694306972573025
9,1352.9,0.19333,125.78,4.7283,0.012919400665490148,0.07581844743534857,0.03705316203926767
10,1342.9,0.19067,125.19,5.09,0.014073785482743219,0.07521485730097102,0.03801541814954536
11,1319.8,0.18678,125.87,5.8101,0.01641898738029995,0.07445517915848789,0.040118806984031974
12,1349.2,0.19786,121.97,5.6207,0.010631196742149294,0.07462491477196251,0.03438504486968776
13,1342.2,0.1939,125.25,5.0856,0.012236082497376363,0.07521876068438012,0.03617895764970719
14,1362.3,0.19207,125.15,5.1893,0.010973961495378033,0.07510754540426778,0.034881435724554405
