Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g190),Error (g60),Error (g278),Error (g79),Error (g237),Error (g189),Error (g178),Error (g215),Reduced Error
488.84,0.20178,258.47,19.904,0.4381,0.21602,0.13524,0.089011,0.064131,0.12391,0.21427,0.027194,0.085647,1.393527786709487
488.41,0.2012,259.67,19.777,0.43977,0.21596,0.13522,0.089017,0.064133,0.12392,0.21427,0.0272,0.08559,1.3950741971382368
488.51,0.1999,259.89,19.768,0.44488,0.21584,0.13518,0.089004,0.064136,0.12397,0.21426,0.027207,0.085513,1.399996855819547
493.62,0.20142,255.38,19.792,0.44525,0.21575,0.1352,0.088979,0.064129,0.12397,0.21425,0.027225,0.085398,1.400143557136273
489.38,0.19611,265.5,19.575,0.44816,0.21532,0.13509,0.088974,0.064183,0.12404,0.21423,0.027219,0.085301,1.402518289694173
488.67,0.20276,260.02,19.763,0.44866,0.21605,0.13526,0.089031,0.064138,0.12386,0.21427,0.027192,0.085674,1.4041340660615846
488.61,0.20256,260.02,19.616,0.44953,0.21601,0.13524,0.08904,0.064132,0.12387,0.21429,0.027201,0.085593,1.4048990101030314
490.63,0.20027,260.78,19.414,0.45029,0.21565,0.13515,0.089016,0.064144,0.12396,0.21427,0.027226,0.085335,1.405036886179109
489.01,0.19912,259.91,19.502,0.45529,0.2157,0.13512,0.089012,0.064128,0.12401,0.21428,0.027227,0.085329,1.4101065653313583
494.73,0.19572,260.03,19.756,0.45904,0.21509,0.13507,0.088916,0.064179,0.12412,0.2142,0.027245,0.08513,1.4129937207166354
