Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
935.35,0.44454,152.23,3.5023,0.014404,0.014403605294966803
935.35,0.44454,152.23,3.5023,0.014404,0.014403605294966803
935.35,0.44454,152.23,3.5023,0.014404,0.014403605294966808
935.35,0.44454,152.23,3.5023,0.014404,0.014403605294966808
935.35,0.44454,152.23,3.5023,0.014404,0.014403605294966808
935.35,0.44454,152.23,3.5023,0.014404,0.014403605294966808
935.35,0.44454,152.23,3.5023,0.014404,0.014403605294966808
935.35,0.44454,152.23,3.5023,0.014404,0.014403605294966808
935.35,0.44454,152.23,3.5023,0.014404,0.014403605294966808
935.35,0.44454,152.23,3.5023,0.014404,0.014403605294966813
