Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g86),Error (curve),Error (g237),Error (g303),Reduced Error
1225.5,0.19778,122.42,19.241,0.062345,0.13042,0.055874,0.21524,0.084392,0.070826,0.6190970681817047
1229.7,0.19784,121.76,19.192,0.062343,0.13048,0.055877,0.21548,0.084346,0.070897,0.6194167553956452
1198.3,0.20172,122.58,18.875,0.062406,0.13034,0.055901,0.21793,0.084453,0.070734,0.6217648257820941
1188.5,0.20345,123.02,18.787,0.062423,0.13029,0.055906,0.2183,0.084487,0.070679,0.6220874550339491
1188.8,0.20345,122.99,18.758,0.062426,0.13029,0.055907,0.21832,0.084485,0.070681,0.6221119808735075
1163.5,0.20791,122.93,19.083,0.062379,0.13033,0.055892,0.21882,0.084512,0.070668,0.6225984804330003
1179.1,0.20566,122.88,18.761,0.06242,0.13031,0.055908,0.21896,0.084485,0.070684,0.6227686237703541
1200.5,0.20172,123.1,18.763,0.062422,0.1303,0.055906,0.21898,0.084468,0.070697,0.6227744289041348
1179.2,0.20673,122.03,18.621,0.062426,0.13037,0.055918,0.21961,0.084437,0.07076,0.6235245885749293
1178.8,0.20679,122.29,18.619,0.062428,0.13035,0.055918,0.21983,0.084448,0.070739,0.6237180009750218
