Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g126),Error (g223),Error (curve),Error (g80),Error (g72),Error (g56),Error (g237),Error (g262),Reduced Error
1649.4,0.20544,150.02,5.9043,0.17282,0.1292,0.4802,0.40977,0.25897,0.10129,0.11705,0.12055,0.12948,1.9193324955843534
1648.8,0.20532,151.88,5.8752,0.17272,0.12924,0.47302,0.41713,0.25897,0.10131,0.11705,0.12069,0.12935,1.9194815652234902
1649.8,0.2055,150.35,5.9428,0.17283,0.12923,0.48519,0.40533,0.25908,0.10132,0.11707,0.12039,0.12952,1.9199676799592733
1647.7,0.20308,151.91,5.9288,0.17268,0.12938,0.48953,0.40185,0.25922,0.10129,0.11708,0.12049,0.12941,1.9209402670397195
1648.9,0.20369,151.82,5.938,0.17271,0.12935,0.48867,0.40288,0.25921,0.10131,0.11708,0.12044,0.12943,1.9210946546491852
1649.6,0.20579,150.36,5.9434,0.17284,0.12922,0.485,0.40761,0.25907,0.10132,0.11707,0.12039,0.12953,1.9220457739613066
1649.6,0.20402,150.68,5.944,0.17277,0.12931,0.48898,0.40356,0.25917,0.1013,0.11707,0.12041,0.12949,1.9220646309540532
1651.4,0.20602,150.4,5.9427,0.17284,0.1292,0.4831,0.41198,0.25905,0.10133,0.11707,0.12039,0.12953,1.9244938164750907
1651.3,0.20591,149.83,5.8782,0.17283,0.12915,0.47986,0.41624,0.25886,0.10129,0.11703,0.12066,0.12945,1.9253774546214684
1649.8,0.20402,150.34,5.9414,0.17278,0.1293,0.4882,0.40788,0.25915,0.10129,0.11707,0.12041,0.1295,1.9255899747119674
