Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (g262),Error (curve),Error (g126),Error (g80),Error (g51),Error (g223),Error (g72),Error (g56),Reduced Error
1003.6,0.47347,237.49,1.175,0.19525,0.12859,0.38273,0.17934,0.25498,0.19688,0.19958,0.10234,0.12951,1.7692094585636484
957.6,0.50777,236.54,1.1781,0.19528,0.12851,0.38775,0.17934,0.25495,0.19683,0.19957,0.10233,0.12947,1.7740290030618184
1030.3,0.46859,236.09,1.175,0.19519,0.12858,0.39605,0.17927,0.25497,0.19687,0.19959,0.10249,0.12951,1.7825121323810191
1035.7,0.47007,236.17,1.1644,0.19534,0.12889,0.4052,0.17953,0.25496,0.19722,0.19953,0.10262,0.12965,1.7929157014687376
1008.1,0.4856,236.1,1.1904,0.19497,0.12813,0.41658,0.17893,0.25498,0.19635,0.19965,0.10231,0.1293,1.8011986758068164
1036.4,0.46247,236.16,1.1926,0.1949,0.12808,0.418,0.17884,0.25501,0.19624,0.19967,0.10234,0.12927,1.802342414981878
1059.8,0.45657,236.28,1.164,0.1953,0.1289,0.41582,0.1795,0.25497,0.19721,0.19953,0.1027,0.12965,1.8035807101890773
1037.1,0.45788,235.96,1.1967,0.19483,0.12797,0.42069,0.17874,0.25502,0.1961,0.19969,0.10229,0.12921,1.804534208718838
973.54,0.46456,243.5,1.1789,0.19531,0.1285,0.43009,0.17938,0.25502,0.19673,0.19961,0.10218,0.12946,1.816264864249681
996.06,0.488,236.1,1.2046,0.19475,0.12774,0.4417,0.17859,0.25498,0.19586,0.19969,0.10224,0.1291,1.8246622552215583
