Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g262),Error (g80),Error (g126),Error (g237),Error (g223),Error (curve),Error (g51),Error (g72),Reduced Error
1299.8,0.64696,121.36,1.5535,0.12741,0.12685,0.25498,0.17242,0.18881,0.20187,1.4516,0.1846,0.12355,2.8320713708220544
1303.8,0.63855,119.81,1.5646,0.12729,0.12668,0.25505,0.17208,0.18842,0.20296,1.4678,0.18423,0.12399,2.848469867401685
1416.8,0.61922,121.77,1.4738,0.12813,0.12758,0.25428,0.17375,0.19098,0.19959,1.5275,0.18739,0.11867,2.907889627637792
1131.3,0.63342,137.37,1.6952,0.126,0.12592,0.2563,0.17021,0.18419,0.32098,1.4359,0.1799,0.12501,2.924427778706657
1143.0,0.57355,138.46,1.7496,0.12546,0.1254,0.25658,0.16872,0.18197,0.44093,1.3728,0.17851,0.12392,2.974259516295159
1351.7,0.65199,120.64,1.557,0.12738,0.12663,0.25486,0.17211,0.18862,0.20116,1.661,0.18466,0.12298,3.0394256916736775
1405.3,0.84949,132.14,1.1413,0.13165,0.13351,0.25267,0.18173,0.19916,0.19874,1.6168,0.19977,0.12599,3.0399682647981576
1430.2,0.5827,138.25,1.4593,0.12836,0.12795,0.2542,0.17434,0.19145,0.19969,1.6667,0.18804,0.11705,3.0478196656798855
1120.0,0.5539,142.01,1.7672,0.12532,0.12536,0.25679,0.16849,0.18124,0.50485,1.39,0.17804,0.12264,3.0527393735680266
1355.6,0.89227,141.08,1.1029,0.13214,0.1347,0.25255,0.18306,0.20015,0.1985,1.6253,0.20157,0.12499,3.052941643292472
