Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g14),Error (g262),Error (g287),Error (curve),Error (g101),Error (g95),Error (g72),Error (g207),Error (g240),Reduced Error
648.23,0.53957,128.14,16.066,0.053174,0.14254,0.11371,0.49258,0.028329,0.13521,0.11242,0.034292,0.22564,1.337880336747482
649.92,0.5386,128.0,15.969,0.053163,0.14249,0.11369,0.4939,0.028373,0.13519,0.11234,0.034376,0.2256,1.3391208264874002
647.02,0.5343,128.11,15.791,0.053161,0.14241,0.11362,0.50563,0.028457,0.13521,0.11221,0.03449,0.22554,1.3507301486272583
640.74,0.5354,123.93,16.665,0.052749,0.14332,0.1138,0.51858,0.028037,0.13539,0.11284,0.033872,0.22592,1.3645107620639076
639.05,0.53852,129.69,15.999,0.053272,0.14238,0.11367,0.51959,0.028346,0.13524,0.11236,0.034278,0.22564,1.3647711155007944
656.24,0.52309,126.12,15.681,0.053049,0.14256,0.11359,0.52505,0.02856,0.13521,0.11214,0.034621,0.22551,1.3702801565610718
644.55,0.54444,129.75,16.374,0.053307,0.14254,0.1138,0.52871,0.028185,0.1352,0.11264,0.034035,0.22576,1.3741777166422042
654.65,0.54714,126.27,15.787,0.052969,0.14253,0.11365,0.5311,0.028397,0.13518,0.1122,0.034583,0.22548,1.3760825273952486
638.72,0.59088,130.69,11.181,0.052917,0.13927,0.11199,0.53636,0.030558,0.13373,0.10841,0.041941,0.22249,1.3776662235078125
636.37,0.54881,125.96,17.418,0.052853,0.14347,0.11396,0.53302,0.027627,0.13532,0.11335,0.033407,0.22612,1.3791315097493138
