evals,errors
1000,1.6196014245252621
2000,1.4079192445026925
3000,1.4079192445026925
4000,1.3760825273952486
5000,1.3760825273952486
6000,1.3760825273952486
7000,1.3760825273952486
8000,1.3760825273952486
9000,1.3760825273952486
10000,1.3760825273952486
11000,1.3760825273952486
12000,1.3507301486272583
13000,1.3507301486272583
14000,1.3507301486272583
15000,1.3507301486272583
16000,1.3507301486272583
17000,1.3507301486272583
18000,1.3507301486272583
19000,1.3507301486272583
20000,1.3507301486272583
21000,1.3507301486272583
22000,1.3507301486272583
23000,1.337880336747482
24000,1.337880336747482
25000,1.337880336747482
26000,1.337880336747482
27000,1.337880336747482
28000,1.337880336747482
29000,1.337880336747482
30000,1.337880336747482
31000,1.337880336747482
32000,1.337880336747482
33000,1.337880336747482
34000,1.337880336747482
35000,1.337880336747482
36000,1.337880336747482
37000,1.337880336747482
38000,1.337880336747482
39000,1.337880336747482
40000,1.337880336747482
41000,1.337880336747482
42000,1.337880336747482
43000,1.337880336747482
44000,1.337880336747482
45000,1.337880336747482
46000,1.337880336747482
47000,1.337880336747482
48000,1.337880336747482
49000,1.337880336747482
50000,1.337880336747482
