Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g262),Error (curve),Error (g14),Error (g95),Error (g240),Error (g72),Error (g287),Error (g101),Error (g207),Reduced Error
0.043047,704.56,0.00055091,660.08,652.0,791.27,161.59,5.3538,0.11499,0.86076,0.064565,0.12649,0.20751,0.10733,0.12529,0.063995,0.047837,1.7187647008504963
0.024783,736.04,0.00033346,659.25,655.11,791.29,166.1,5.2175,0.11408,0.85914,0.06395,0.12358,0.20682,0.11032,0.12847,0.06661,0.049437,1.7224165012793886
1.4938,742.33,0.017971,658.41,655.44,792.32,165.72,2.8458,0.11672,0.95098,0.066934,0.13759,0.21419,0.10642,0.11135,0.049361,0.038371,1.7919136289637527
1.465,722.74,0.01809,660.11,662.5,792.4,163.29,2.7944,0.11705,0.95775,0.067345,0.13846,0.21426,0.1066,0.11109,0.049021,0.037943,1.7995295348662057
1.4623,723.89,0.017981,660.06,662.42,791.23,166.72,2.8123,0.11682,0.95922,0.067396,0.13797,0.21411,0.10655,0.11118,0.049046,0.038082,1.8003711533916222
1.4622,727.01,0.017959,660.05,664.42,791.25,168.54,2.7166,0.11667,0.96425,0.06767,0.13789,0.21409,0.10657,0.11122,0.049059,0.038023,1.8054274142827076
1.4799,660.18,0.017958,659.18,661.38,791.37,163.52,3.0795,0.1178,0.97073,0.067846,0.1399,0.21402,0.10708,0.11034,0.047792,0.037194,1.8127040493795825
1.4452,662.27,0.018086,659.13,661.73,791.32,166.74,2.7842,0.1175,0.97387,0.068666,0.14006,0.21404,0.10729,0.11038,0.047884,0.036998,1.8166806424183108
1.3828,660.03,0.017818,660.05,661.37,791.32,167.38,2.6991,0.11735,0.98684,0.069003,0.1401,0.214,0.10733,0.11047,0.048057,0.037055,1.8302067342572066
1.2475,740.0,0.014732,660.21,656.62,791.27,172.9,1.5619,0.11616,0.99618,0.072741,0.14041,0.21439,0.10793,0.11216,0.049776,0.037016,1.8467680476751245
