Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g303),Error (curve),Error (g86),Error (g237),Reduced Error
212.79,15.491,116.72,3.1433,0.070587,0.16214,0.057925,0.27271,0.074396,0.12949,0.7672527847567582
213.24,14.959,116.78,3.1477,0.070593,0.16171,0.057803,0.2753,0.073989,0.12927,0.76866711964816
220.73,14.959,116.32,3.1463,0.070563,0.16201,0.057991,0.27576,0.074313,0.12953,0.770172629340538
217.01,15.685,116.3,3.1483,0.07054,0.16237,0.05804,0.27621,0.074629,0.12963,0.7714220333873675
213.27,14.84,116.78,3.1438,0.070611,0.16168,0.0578,0.27903,0.073961,0.12928,0.7723576260273493
217.87,15.098,118.05,3.1304,0.070644,0.16215,0.058029,0.27856,0.074454,0.12968,0.7735138615252811
210.96,15.059,117.03,3.1657,0.070541,0.16142,0.057671,0.28314,0.073713,0.129,0.7754888548396291
216.61,14.931,117.35,3.1204,0.070682,0.16217,0.058023,0.28047,0.074454,0.12971,0.7755156464687321
213.24,14.366,116.78,3.1477,0.07062,0.16127,0.057677,0.28697,0.073572,0.12906,0.7791685725388181
218.2,15.305,114.63,3.157,0.070499,0.16211,0.057954,0.28733,0.074363,0.12944,0.7817019494764397
