Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
668.1,0.57928,140.91,8.6343,0.15915,0.11946,0.12587,0.057366,0.13903,0.11979,0.37563,0.069912,0.28283,1.4490343972785587
671.75,0.57168,141.0,8.6356,0.15914,0.11949,0.12584,0.057351,0.13903,0.11964,0.37481,0.069951,0.28431,1.4495597567845702
671.71,0.57049,140.9,8.6648,0.15911,0.11951,0.12575,0.057307,0.13911,0.11941,0.37605,0.070018,0.28554,1.4518072394358472
662.89,0.58117,140.89,8.6718,0.15916,0.11942,0.12577,0.057319,0.13912,0.11991,0.37898,0.069957,0.28273,1.4523691994318968
671.81,0.56761,141.13,8.6451,0.15915,0.11947,0.12579,0.057334,0.13906,0.11968,0.37703,0.069974,0.2862,1.4537072210657163
663.71,0.57433,141.28,8.6292,0.15925,0.11935,0.12586,0.057375,0.13903,0.12037,0.38094,0.069876,0.28381,1.4558573904815457
663.38,0.5841,140.89,8.6735,0.15915,0.11943,0.12578,0.05732,0.13912,0.11984,0.38343,0.069949,0.28337,1.457381571854501
662.42,0.58134,141.27,8.6587,0.15921,0.11935,0.12581,0.057343,0.13908,0.12024,0.38199,0.069895,0.28508,1.4580070048789735
662.69,0.57325,141.35,8.6758,0.15922,0.11935,0.12573,0.057309,0.13914,0.12022,0.38522,0.069956,0.28478,1.4609255961985528
674.98,0.56241,140.72,8.6687,0.15908,0.11957,0.12571,0.057284,0.13914,0.11912,0.38024,0.07009,0.29072,1.4609446132011767
