Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g207),Error (curve),Error (g72),Error (g262),Error (g240),Error (g14),Error (g101),Error (g287),Error (g95),Reduced Error
1.0106,37.722,549.56,718.81,167.66,542.22,72.366,14.048,0.032156,0.34516,0.10284,0.14311,0.22367,0.064683,0.04755,0.10474,0.1543,1.2182199601532937
1.0054,38.42,546.32,718.19,165.81,542.42,72.894,14.003,0.032238,0.35009,0.10288,0.1431,0.22359,0.064743,0.04757,0.10473,0.15411,1.2230642576063884
3.4723,37.045,498.97,722.14,167.66,531.37,77.346,14.057,0.032621,0.34679,0.10481,0.14305,0.22334,0.06579,0.049136,0.10566,0.15225,1.2234457651152677
1.028,37.602,533.63,719.65,167.66,531.64,72.603,14.042,0.032146,0.35362,0.10312,0.14322,0.2237,0.064885,0.047603,0.10489,0.15377,1.2269618278191405
1.1029,37.112,538.37,718.53,167.83,531.22,72.223,13.954,0.032099,0.35417,0.10307,0.14321,0.22377,0.064722,0.047585,0.10491,0.154,1.2275363543856712
1.023,36.338,524.78,659.86,167.58,542.18,72.477,14.92,0.031059,0.35398,0.10336,0.1434,0.22407,0.065395,0.047959,0.10492,0.15374,1.227879992119586
0.98945,41.199,526.11,718.49,165.83,542.85,73.486,13.993,0.03263,0.35664,0.10308,0.14325,0.2232,0.064855,0.047718,0.1047,0.15319,1.2292566699322944
1.0097,38.496,561.63,718.0,167.66,542.15,71.877,14.056,0.031895,0.36046,0.10275,0.14303,0.22384,0.064328,0.047358,0.10464,0.15468,1.2329767484899155
1.0041,30.048,554.86,669.85,167.59,531.47,72.904,14.057,0.031241,0.35859,0.10265,0.14324,0.22437,0.065113,0.047822,0.10517,0.15485,1.2330487184757604
1.01,31.992,542.36,718.23,167.58,532.19,72.47,14.017,0.032137,0.35824,0.10289,0.14326,0.22388,0.065436,0.047999,0.10505,0.15449,1.2333807467053235
