Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (curve),Error (g86),Error (g237),Error (g303),Error (g59),Reduced Error
1998.9,0.11527,125.41,19.999,0.13022,0.20949,0.055805,0.083952,0.071349,0.062267,0.6130794451193736
1940.9,0.11841,124.7,20.0,0.12996,0.2101,0.055737,0.083791,0.071489,0.062321,0.6133945111348453
1938.6,0.11848,124.67,19.997,0.12994,0.21024,0.055733,0.083788,0.071492,0.062324,0.6135204374599453
1942.2,0.11848,124.65,19.995,0.12998,0.21027,0.055737,0.083783,0.071499,0.062319,0.6135835370691185
1940.0,0.11826,124.69,19.979,0.12992,0.21052,0.05573,0.0838,0.071476,0.062327,0.6137685945128906
1937.6,0.11848,124.74,19.983,0.12991,0.21061,0.055728,0.083797,0.071477,0.062328,0.6138492714435333
1970.7,0.11689,124.49,19.86,0.13004,0.21071,0.055736,0.08383,0.071456,0.062314,0.6140876267402434
1947.2,0.11797,124.45,19.991,0.13002,0.21078,0.05574,0.083783,0.071506,0.062319,0.6141490614392051
1940.1,0.11836,124.27,19.968,0.12997,0.21137,0.055726,0.083759,0.071525,0.062329,0.6146848400555427
1927.5,0.11858,124.81,20.0,0.12982,0.21155,0.055719,0.083807,0.07146,0.06234,0.6146891841235634
