Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
953.78,0.15852,245.21,5.2285,0.10183,0.56868,0.10225,0.16948,0.15529,0.17176,0.79002,0.23169,0.10991,2.400909420415509
946.87,0.15765,242.94,5.2205,0.10169,0.56801,0.10231,0.16951,0.15545,0.17181,0.79135,0.23166,0.11001,2.4017945586815386
901.58,0.17028,245.43,5.2153,0.099149,0.59615,0.10214,0.16841,0.15446,0.16965,0.77336,0.23196,0.1074,2.402678478889972
969.82,0.15746,244.16,4.6807,0.10263,0.51433,0.10331,0.1703,0.15691,0.17387,0.84463,0.23103,0.11099,2.4079961280705082
953.86,0.15816,241.73,5.3766,0.1017,0.57903,0.10206,0.16936,0.15507,0.17141,0.79087,0.23179,0.10985,2.4111387866173604
971.86,0.15655,236.02,5.2709,0.10233,0.55794,0.10232,0.16972,0.15565,0.17226,0.81002,0.23156,0.11058,2.4123741580478297
953.99,0.15715,241.74,5.3772,0.10181,0.57879,0.10207,0.16942,0.15514,0.17153,0.79233,0.23178,0.11001,2.4128829789747637
958.53,0.15801,241.69,5.3847,0.10184,0.57765,0.10205,0.16938,0.15506,0.17148,0.79488,0.23179,0.10993,2.4140537892171428
881.32,0.16903,248.86,4.5677,0.09906,0.5448,0.10334,0.16909,0.15616,0.17139,0.83253,0.23131,0.10801,2.4156858717438996
959.22,0.16217,245.65,4.7847,0.10188,0.52681,0.10301,0.1698,0.15622,0.17282,0.84542,0.23126,0.10994,2.4171678934815803
