Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g63),Error (g303),Error (g237),Error (g59),Reduced Error
774.94,0.32625,122.17,19.981,0.055913,0.27447,0.13019,0.070387,0.084714,0.062,0.6776776896928524
773.66,0.32624,122.16,19.972,0.055911,0.27481,0.13018,0.070378,0.084721,0.062006,0.6780089075670889
777.28,0.32629,122.17,19.981,0.055917,0.27505,0.13021,0.070401,0.084704,0.061992,0.6782767893160944
740.62,0.34494,121.43,19.982,0.055889,0.27526,0.13018,0.070347,0.084731,0.061993,0.6784014792787071
786.52,0.32019,122.52,19.984,0.055922,0.2754,0.13019,0.070379,0.084723,0.062,0.6786142809134847
786.52,0.32053,122.49,19.984,0.055923,0.27543,0.1302,0.070384,0.084719,0.061998,0.6786493635812849
780.53,0.32525,122.02,19.98,0.055918,0.27548,0.13023,0.070426,0.084687,0.061989,0.6787332616745748
787.2,0.31945,122.52,19.984,0.055922,0.27554,0.13019,0.070378,0.084724,0.062003,0.6787498694856117
771.24,0.32797,122.75,19.985,0.055918,0.27593,0.13017,0.070323,0.084753,0.061997,0.6790873396822774
775.4,0.3278,122.21,19.953,0.055917,0.27588,0.13021,0.070393,0.084708,0.061992,0.6791000268144396
