Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (g303),Error (g237),Error (curve),Error (g86),Error (g59),Reduced Error
676.38,0.39862,121.51,11.347,0.12813,0.067272,0.087641,0.18412,0.055377,0.064883,0.5874197717033436
670.48,0.40196,122.04,11.484,0.12811,0.067329,0.08757,0.18431,0.05537,0.064836,0.5875171735379247
677.6,0.39471,121.89,11.36,0.12812,0.067254,0.087653,0.18742,0.055379,0.064894,0.5907269463578354
665.01,0.41499,118.91,11.346,0.1282,0.067412,0.087536,0.18818,0.055364,0.064813,0.5915138201107655
689.27,0.39014,121.89,11.447,0.1282,0.067351,0.087569,0.18849,0.055395,0.06486,0.5918584636477597
683.74,0.39074,121.81,11.326,0.12815,0.067246,0.087668,0.18954,0.055387,0.064911,0.5929027319455392
705.8,0.3816,121.11,11.262,0.12827,0.067296,0.087653,0.18965,0.055415,0.064927,0.593213847168863
688.75,0.39418,121.27,11.242,0.12818,0.067239,0.087688,0.19057,0.055394,0.064921,0.5939873841925525
668.41,0.40275,122.48,11.317,0.12803,0.06717,0.087713,0.19083,0.055367,0.064911,0.5940259046212196
705.91,0.38264,120.76,11.3,0.1283,0.067344,0.087611,0.19054,0.055416,0.064905,0.5941165098255156
