Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
0.022705,4.4315e-07,801.38,469.75,186.87,827.2,79.497,3.1866,0.26475,0.13562,0.043653,0.11748,0.11474,0.094203,0.05721,0.2267,0.079424,1.1337876256980135
0.022717,4.4282e-07,801.6,469.68,186.61,828.01,79.431,3.1866,0.26485,0.13562,0.043665,0.11748,0.11475,0.094193,0.0572,0.22671,0.079426,1.1338948102405293
0.022761,4.4919e-07,801.75,469.38,186.65,828.04,79.43,3.1855,0.26506,0.13562,0.043662,0.11748,0.11475,0.094194,0.057229,0.22672,0.07944,1.1341587131661406
0.022713,4.3996e-07,801.21,469.4,185.14,834.75,79.898,3.185,0.26575,0.1356,0.043688,0.11746,0.11479,0.094172,0.057259,0.22673,0.079533,1.1349789286865886
0.02274,4.4047e-07,805.7,475.78,188.9,832.24,79.737,3.1656,0.26555,0.13559,0.043421,0.11734,0.1149,0.094213,0.057844,0.22676,0.079853,1.135477455448491
0.022725,4.3987e-07,806.21,472.86,186.61,825.99,79.374,3.1895,0.26722,0.13565,0.04362,0.11747,0.11475,0.094215,0.057204,0.22675,0.079358,1.136238920406357
0.023035,4.4285e-07,801.58,469.5,184.47,819.95,79.41,3.1866,0.26748,0.13569,0.043636,0.11748,0.11467,0.094222,0.057175,0.22674,0.079329,1.1364194739952516
0.022934,4.1819e-07,801.28,469.68,186.9,810.07,79.597,3.1871,0.2678,0.13573,0.04354,0.11746,0.11458,0.094314,0.057204,0.22667,0.079209,1.1365152016795386
0.022979,4.364e-07,798.39,472.23,186.36,823.11,79.969,3.1684,0.26729,0.13564,0.043454,0.11736,0.11478,0.094233,0.057673,0.22668,0.079737,1.1368525247642807
0.023171,4.4912e-07,805.65,472.12,186.24,825.05,79.738,3.169,0.26738,0.13566,0.04348,0.11738,0.11478,0.094229,0.0577,0.22682,0.079656,1.1370835506601866
