Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g14),Error (g262),Error (g287),Error (curve),Error (g101),Error (g95),Error (g72),Error (g207),Error (g240),Reduced Error
387.27,1.2205,131.28,17.579,0.051269,0.14191,0.11264,0.51255,0.025782,0.13851,0.11236,0.032224,0.2249,1.352150100404556
398.12,1.2327,131.19,19.468,0.051242,0.14282,0.11307,0.52069,0.025264,0.13745,0.11334,0.031757,0.22548,1.3611198849629278
388.04,1.2127,131.25,18.094,0.051297,0.1422,0.11273,0.52235,0.025634,0.13828,0.11264,0.032016,0.22508,1.3622159787904904
383.06,1.2115,133.92,17.357,0.051939,0.14145,0.11259,0.52346,0.025838,0.13841,0.11231,0.032174,0.22486,1.363017394341064
396.72,1.2222,129.55,19.647,0.051072,0.14316,0.11313,0.52837,0.02524,0.13746,0.11342,0.031781,0.22557,1.369195662634001
407.23,1.2286,126.71,19.804,0.050747,0.14377,0.1133,0.53824,0.025245,0.13741,0.11359,0.031971,0.22567,1.379938679158631
403.11,1.22,131.24,19.652,0.051242,0.14298,0.11315,0.5411,0.025213,0.13733,0.11351,0.031736,0.22557,1.3818238680912487
410.81,1.2035,127.22,19.945,0.050818,0.14383,0.11334,0.5413,0.025201,0.13731,0.11375,0.031907,0.22575,1.383200904183705
390.67,1.1958,133.7,17.176,0.051792,0.14145,0.11262,0.54408,0.025886,0.13842,0.11228,0.032307,0.22481,1.3836468095545307
398.2,1.1743,133.32,19.796,0.051542,0.14277,0.1131,0.54306,0.025148,0.13724,0.11363,0.031518,0.22566,1.3836543942764452
