Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1430.3,0.18194,126.28,5.5993,0.043778,0.11067,0.11451,0.13562,0.097496,0.13314,0.1522,0.25571,0.030353,1.073479079562387
1423.4,0.18178,126.68,5.6109,0.043648,0.11052,0.1145,0.13564,0.097473,0.13309,0.16782,0.25574,0.030354,1.0887748970871178
1420.4,0.18325,125.19,5.4915,0.045075,0.11102,0.11444,0.13592,0.098036,0.1336,0.17168,0.25533,0.030603,1.0957067819243116
1417.0,0.18283,126.27,5.4429,0.045852,0.11111,0.11436,0.13618,0.098496,0.13384,0.17142,0.25503,0.030894,1.0971863849125914
1418.4,0.18274,126.82,5.6656,0.043007,0.10979,0.11453,0.13546,0.097154,0.13285,0.18478,0.25594,0.030215,1.103719132970655
1417.0,0.18177,126.33,5.447,0.045731,0.11116,0.11437,0.13619,0.098463,0.13382,0.18199,0.25506,0.030888,1.1076674138602376
1405.6,0.18399,126.44,5.4081,0.046321,0.11107,0.11432,0.13629,0.098741,0.13401,0.18327,0.25485,0.031018,1.1098862440182102
1393.2,0.18483,125.52,5.4269,0.045858,0.11108,0.11438,0.13619,0.098457,0.13388,0.18562,0.25505,0.030839,1.1113459595217858
1438.8,0.18126,126.7,5.4342,0.046167,0.11114,0.11433,0.13622,0.098692,0.13393,0.18535,0.2549,0.031014,1.111738782584334
1417.2,0.18448,126.29,5.4404,0.045996,0.11105,0.11434,0.13617,0.098535,0.13386,0.18741,0.25498,0.030903,1.1132503782764602
