iteration,cp_lh_0,cp_lh_1,cp_lh_2,cp_lh_3,cp_lh_4,cp_lh_5,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,19.821,13.682,144.97,216.56,2.6962,68.794,32.167,18.749,0.5896508126359169,0.17720959244030127,0.6460583778362652
2,99.517,283.61,133.62,233.7,97.304,14.503,111.29,18.334,0.27254438122853675,0.12330939869008392,0.31179498189096905
3,131.39,0.34424,174.58,223.75,90.76,0.78956,27.132,17.265,0.5938159677993895,0.19018604107257725,0.6543540648869473
4,181.07,174.36,148.34,963.03,4.0863,11.419,111.65,14.436,0.3158987094650453,0.13853709138624024,0.3599964352564328
5,114.43,223.26,138.22,211.05,155.06,10.06,65.974,18.597,0.16262885524061133,0.15470226844954565,0.21187211670316042
6,114.3,225.96,140.2,229.67,156.32,38.954,72.37,18.197,0.10195219591478205,0.12570349729096555,0.14196486183037374
7,574.68,323.91,40.524,236.41,156.4,114.81,68.555,11.417,0.026954229678081403,0.10119733934330749,0.05916634324655205
8,591.73,324.39,41.325,234.41,169.49,116.99,58.741,10.737,0.05166394551334888,0.10169104243289553,0.08403320965607489
9,583.29,384.88,32.167,251.05,269.98,260.5,60.887,11.732,0.09901474058321608,0.10146033836994826,0.1313105693419232
10,564.47,514.72,41.455,235.62,195.84,142.1,60.811,12.87,0.06158441321630657,0.0998868137468983,0.09337937353134326
11,569.7,406.65,45.996,240.45,116.28,120.56,63.132,11.648,0.015581208290838809,0.1004338829793,0.04755030615097595
12,576.67,397.33,44.948,243.15,152.82,242.02,62.091,11.824,0.04901140904525529,0.10078877047900296,0.08109347110503093
13,515.93,377.02,120.47,210.1,52.901,160.61,64.332,11.001,0.026501407577331767,0.09950650661159093,0.05817531237141389
14,572.42,401.92,40.931,244.09,148.11,119.81,62.789,11.545,0.011322061066373712,0.10076203152311296,0.04339561185214333
15,581.83,412.47,41.215,227.78,149.41,117.88,62.729,11.24,0.012753277088226543,0.10105255223346238,0.04491930348824152
16,590.16,398.51,3.9865,229.56,179.52,82.008,42.271,10.744,0.1940863456523936,0.10189506228522638,0.22652055133109428
17,611.35,429.62,38.661,231.49,146.9,118.6,62.982,11.133,0.0204236533981299,0.10120025680770789,0.05263669562436178
18,561.92,391.63,39.712,247.65,163.12,115.45,64.269,11.22,0.016411715623744903,0.1008233431611443,0.048504782510038015
19,581.91,394.95,39.744,259.97,144.69,120.79,63.445,11.262,0.011403673941494927,0.10078555376676607,0.04348471208996455
20,580.66,395.51,44.501,186.53,163.44,131.12,61.553,10.961,0.01722501782907359,0.10132768812719416,0.0494786227041074
21,555.31,413.47,41.397,264.88,125.84,111.66,62.273,11.979,0.015043815685208992,0.1001045610580173,0.046908087122064804
22,702.28,435.33,39.202,237.08,148.02,145.58,61.891,11.758,0.04690983688815741,0.10143212693913947,0.07919668566953471
23,559.28,395.97,40.206,278.27,144.68,116.86,63.611,11.175,0.010907528116292175,0.10035628861754857,0.04285192692397171
24,487.75,459.42,5.4753,519.37,78.312,113.66,64.119,13.805,0.018214623831521563,0.15457131875274177,0.06741620271098522
25,558.4,403.02,50.118,217.28,117.65,173.53,62.584,10.966,0.016281859816474495,0.10069971151398509,0.04833557352723165
