Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1774.7,0.13056,124.78,16.686,0.070796,0.084588,0.12996,0.23434,0.062952,0.055795,0.6384349974425512
1774.7,0.13056,124.78,16.661,0.070788,0.084595,0.12996,0.23438,0.062957,0.055795,0.6384771655640759
1771.9,0.13056,124.69,16.602,0.070769,0.084612,0.12994,0.23444,0.062975,0.055794,0.6385321698093781
1771.6,0.12991,125.01,16.65,0.070731,0.084628,0.1299,0.23479,0.062972,0.05579,0.638806261299228
1775.6,0.12915,125.45,16.672,0.070673,0.084653,0.12985,0.23487,0.062974,0.055789,0.6388118538866547
1774.4,0.13065,124.9,16.866,0.070841,0.084547,0.12999,0.23476,0.062908,0.055791,0.6388390730269886
1777.8,0.13075,124.44,16.452,0.070765,0.084628,0.12996,0.23474,0.063005,0.0558,0.6388974578695786
1778.8,0.13085,124.48,16.457,0.070768,0.084625,0.12997,0.23474,0.063001,0.055802,0.6389115080273532
1778.8,0.13085,124.46,16.456,0.07077,0.084624,0.12997,0.23474,0.063001,0.055802,0.6389136488327652
1793.0,0.12896,124.93,16.558,0.070727,0.084631,0.12992,0.23492,0.062993,0.055798,0.6389959817937264
