Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1962.6,0.25761,114.21,13.808,0.06317,0.093339,0.13081,0.35092,0.061289,0.058038,0.7575646181012035
1944.3,0.2576,114.23,13.818,0.063174,0.093293,0.13065,0.35126,0.061313,0.057994,0.7576893727728501
1945.9,0.25761,114.21,13.823,0.063164,0.093305,0.13064,0.35129,0.061309,0.057996,0.7577122695649905
1942.3,0.25879,114.09,13.814,0.063163,0.093306,0.13064,0.3535,0.061304,0.057999,0.7599160756101356
1939.1,0.25248,114.24,14.183,0.062657,0.093749,0.12942,0.35582,0.061289,0.057854,0.7607840108403291
1937.7,0.24884,114.84,14.151,0.062782,0.093595,0.12954,0.35622,0.061337,0.05783,0.7613115038923035
1964.1,0.25098,113.98,14.058,0.062795,0.093682,0.12993,0.35615,0.061302,0.057936,0.7618003750562795
1997.6,0.25604,113.25,14.184,0.0625,0.094074,0.12971,0.35699,0.061168,0.058017,0.7624590075736037
1969.4,0.25837,115.59,13.353,0.063941,0.0927,0.13254,0.35631,0.061403,0.058194,0.7650913985530015
1936.0,0.26074,113.29,13.708,0.063206,0.09331,0.13086,0.35975,0.06133,0.058032,0.7664911614174534
