Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (g303),Error (g237),Error (curve),Error (g86),Error (g59),Reduced Error
730.24,0.3838,115.2,9.2644,0.12186,0.062937,0.092268,0.15923,0.054609,0.066109,0.5570118097590167
751.31,0.38004,115.9,9.012,0.12356,0.063436,0.091714,0.16122,0.054741,0.065851,0.5605159518792291
728.56,0.38971,115.29,9.2559,0.12205,0.062987,0.092204,0.16345,0.054635,0.066049,0.5613735397415152
755.86,0.38089,114.24,9.0042,0.12365,0.06351,0.09161,0.1723,0.054723,0.065839,0.5716268911274798
731.56,0.38351,114.3,9.2648,0.12185,0.06296,0.092227,0.1754,0.054591,0.066117,0.5731461833783122
779.69,0.37157,113.6,8.9625,0.12397,0.063675,0.091439,0.17376,0.054725,0.06578,0.5733435940789526
780.48,0.37221,113.21,8.9585,0.12401,0.063695,0.091413,0.17632,0.054725,0.065773,0.5759310551439857
725.13,0.3743,118.05,9.2081,0.1219,0.062788,0.0925,0.17904,0.054652,0.066159,0.5770402446599563
731.88,0.38995,113.3,9.298,0.12181,0.063003,0.092155,0.18061,0.054581,0.066088,0.5782481002777303
754.86,0.38371,113.59,9.0268,0.12356,0.063509,0.091601,0.18412,0.054711,0.065837,0.5833403012887545
