Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
628.38,0.64793,134.59,9.0245,0.1584,0.12021,0.12519,0.056793,0.14003,0.11534,0.56614,0.070796,0.40088,1.75377980101152
629.98,0.64822,134.53,8.9774,0.15844,0.12018,0.1253,0.056865,0.13992,0.11553,0.57052,0.07072,0.39673,1.7541869572357256
631.58,0.64798,134.73,9.0244,0.15837,0.12024,0.12519,0.056795,0.14,0.11517,0.56922,0.070784,0.39989,1.7556538163587272
631.45,0.64806,136.03,9.0466,0.15848,0.12004,0.12518,0.056789,0.14001,0.11611,0.55623,0.070654,0.41232,1.7558171957515387
631.73,0.64826,134.58,8.9789,0.15841,0.1202,0.1253,0.056863,0.13991,0.11539,0.57334,0.070721,0.39628,1.7564212290324779
632.04,0.64899,134.48,8.9857,0.15838,0.12024,0.12528,0.056851,0.13992,0.1152,0.57594,0.070742,0.39635,1.7588934437325245
631.17,0.64727,134.31,8.979,0.15839,0.12025,0.12528,0.056855,0.13992,0.11521,0.57612,0.070762,0.39779,1.760585967152859
635.44,0.64061,135.54,8.9658,0.15851,0.12005,0.12534,0.05689,0.13988,0.11613,0.56653,0.070629,0.40759,1.7615440360531922
634.21,0.64174,136.24,8.9806,0.15859,0.11992,0.12533,0.056886,0.13989,0.11671,0.55816,0.070557,0.41607,1.7621057613654572
633.09,0.64728,134.86,8.9192,0.15851,0.12006,0.12546,0.056961,0.13978,0.11609,0.57784,0.070577,0.39917,1.7644530954104582
