Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g262),Error (g80),Error (g51),Error (g72),Error (curve),Error (g56),Error (g126),Error (g237),Error (g223),Reduced Error
581.83,412.47,41.215,227.78,149.41,117.88,62.729,11.24,0.12041,0.26986,0.13135,0.11362,0.33071,0.024534,0.026463,0.10144,0.12186,1.240240930742063
585.69,412.48,41.65,226.19,151.11,117.88,62.734,11.242,0.12036,0.26985,0.13131,0.11359,0.33104,0.024566,0.026453,0.10152,0.12195,1.2406385033512954
584.26,412.47,41.227,228.07,149.36,117.88,62.771,11.238,0.12039,0.26979,0.13135,0.11357,0.33217,0.024538,0.026485,0.10155,0.12198,1.2418351161402084
581.33,410.22,40.873,232.55,149.37,121.81,62.111,11.243,0.12039,0.26977,0.13143,0.11369,0.33248,0.024494,0.026454,0.10146,0.12211,1.2422774476577785
555.85,397.02,41.499,230.73,147.52,117.77,62.838,11.266,0.12079,0.27032,0.13131,0.11293,0.33557,0.024332,0.026276,0.10029,0.12085,1.242667668063033
569.49,402.63,40.872,234.0,147.55,117.51,62.653,11.29,0.12062,0.26996,0.13135,0.1132,0.33444,0.024361,0.02636,0.10096,0.12164,1.242891192964583
556.63,411.79,40.509,216.54,149.39,117.88,62.769,11.118,0.12061,0.27061,0.13136,0.11446,0.33363,0.02457,0.026359,0.10055,0.12083,1.2429801428742038
584.63,410.14,40.868,234.18,149.22,121.98,62.053,11.276,0.12036,0.26969,0.13142,0.11374,0.33465,0.024502,0.026484,0.10157,0.1222,1.244610260066899
582.68,410.55,40.875,234.2,149.21,117.74,62.148,11.267,0.12043,0.26972,0.13142,0.11347,0.33558,0.024468,0.026384,0.1015,0.12229,1.2452680237624054
568.87,397.5,40.871,234.05,147.46,117.51,62.665,11.29,0.12067,0.26994,0.13135,0.1131,0.33768,0.024315,0.026346,0.10098,0.12175,1.2461376589763458
