Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g86),Error (g237),Error (g303),Error (curve),Error (g63),Reduced Error
1950.5,0.12928,124.8,6.3477,0.068505,0.054599,0.094209,0.061066,0.17361,0.13022,0.5822108944286107
1949.7,0.12947,125.47,6.51,0.068374,0.054647,0.093622,0.061512,0.18182,0.13011,0.5900802225664482
1951.6,0.12866,125.45,6.4957,0.068403,0.054642,0.09369,0.061461,0.18214,0.13009,0.5904256916383465
1951.6,0.13075,123.65,6.4297,0.068375,0.054622,0.093784,0.061404,0.1827,0.13032,0.5911972805470804
1952.4,0.12802,125.61,6.4427,0.068467,0.054626,0.093916,0.061286,0.18351,0.13009,0.5918888688410929
1947.1,0.1296,125.35,6.537,0.068347,0.054656,0.093516,0.061598,0.18411,0.13011,0.592329958602742
1999.1,0.12533,125.46,6.5148,0.068394,0.054629,0.093661,0.06149,0.18498,0.13004,0.5931964554960508
1961.2,0.13061,123.15,6.315,0.068449,0.054586,0.094204,0.061083,0.18487,0.13042,0.5936109527747696
1949.8,0.13086,123.73,6.5024,0.068313,0.054644,0.093511,0.061617,0.1868,0.13028,0.5951672297821453
1999.2,0.12601,125.39,6.6017,0.068297,0.05465,0.093343,0.061744,0.18804,0.13001,0.5960851529814195
