Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g14),Error (g240),Error (g101),Error (g72),Error (g287),Error (g207),Error (g262),Error (g95),Reduced Error
3491.6,0.10181,160.59,3.4846,0.26962,0.04433,0.2203,0.05963,0.097344,0.11339,0.0829,0.11882,0.13653,1.1428649501290626
3502.7,0.10111,160.78,3.4184,0.28159,0.044256,0.22043,0.061002,0.097407,0.1135,0.083802,0.11859,0.13671,1.1573021052946726
3482.0,0.10107,162.22,3.4175,0.28501,0.044272,0.2204,0.061015,0.09739,0.11348,0.083775,0.11852,0.13674,1.1606092278148032
3484.5,0.10099,162.24,3.4215,0.2852,0.044276,0.22039,0.06093,0.09739,0.11348,0.08372,0.11854,0.13673,1.1606508493334633
3482.2,0.10105,162.13,3.4126,0.28586,0.044264,0.22041,0.061117,0.097384,0.11348,0.083846,0.11851,0.13676,1.1616372811702573
3400.6,0.106,157.52,3.5347,0.29059,0.044414,0.22025,0.058626,0.097224,0.11313,0.082216,0.11905,0.13647,1.1619816047999885
3432.3,0.10237,162.57,3.4045,0.28611,0.044284,0.22041,0.061285,0.097326,0.1134,0.083924,0.11845,0.13683,1.1620210021653932
3408.8,0.10283,162.41,3.4305,0.28759,0.044334,0.22035,0.060724,0.097308,0.11331,0.083528,0.11853,0.13677,1.1624529135444348
3432.5,0.10235,162.77,3.406,0.28837,0.044286,0.22041,0.061255,0.097328,0.11341,0.0839,0.11844,0.13682,1.164216313821218
3475.5,0.10107,162.22,3.4155,0.28872,0.044274,0.2204,0.061051,0.097381,0.11347,0.083794,0.11851,0.13675,1.1643575629847327
