Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1781.7,0.13181,122.78,15.703,0.070735,0.084563,0.12917,0.26741,0.063325,0.055387,0.6705953003151818
1807.8,0.13176,122.47,15.626,0.070708,0.084602,0.12929,0.26731,0.063296,0.055408,0.6706143057679551
1781.4,0.13178,122.74,15.719,0.070749,0.084553,0.12917,0.26745,0.063326,0.055385,0.6706304018693369
1796.4,0.13184,122.4,15.656,0.070738,0.084577,0.12926,0.26755,0.063309,0.055397,0.6708295010130993
1776.8,0.13122,122.74,15.772,0.07075,0.084546,0.12912,0.26781,0.063343,0.055375,0.6709427645668626
1815.9,0.13074,122.8,15.682,0.07066,0.084626,0.12923,0.26795,0.063304,0.055408,0.6711791549641264
1781.0,0.13048,123.03,15.906,0.070782,0.084505,0.12906,0.26849,0.063348,0.055365,0.6715522071045771
1811.1,0.12793,124.1,15.988,0.070595,0.084614,0.12895,0.26875,0.063356,0.055383,0.6716495115694717
1766.1,0.1316,122.94,15.721,0.070715,0.084569,0.1291,0.26858,0.063349,0.055378,0.6716835444286158
1799.8,0.13246,122.8,15.608,0.07071,0.084593,0.12927,0.26864,0.06329,0.05541,0.6719184273316683
