Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g72),Error (g56),Error (g237),Error (curve),Error (g223),Error (g126),Error (g80),Error (g262),Error (g51),Reduced Error
1925.5,0.12099,128.05,7.9089,0.10176,0.024318,0.095468,0.54419,0.13057,0.02859,0.25691,0.1115,0.13114,1.4244399751575458
1927.9,0.11965,129.34,7.9384,0.10182,0.024488,0.095703,0.54431,0.13067,0.028778,0.2568,0.11136,0.1313,1.4252403189167637
1922.3,0.11985,127.92,7.8947,0.10184,0.024306,0.095509,0.55997,0.13063,0.028592,0.25688,0.1115,0.13123,1.4404647001360817
1903.7,0.12003,129.87,7.9035,0.10188,0.024556,0.095835,0.5602,0.13077,0.028815,0.25674,0.11137,0.13156,1.441730022424583
1968.5,0.12872,128.01,7.6874,0.10175,0.024141,0.096232,0.61169,0.13112,0.029118,0.25638,0.11141,0.12962,1.4914648600676939
1962.7,0.13121,128.83,7.5476,0.10196,0.02453,0.096856,0.61856,0.13157,0.029484,0.25599,0.11133,0.1294,1.4996722479271747
1962.7,0.12456,134.08,7.6441,0.10197,0.024303,0.097766,0.6188,0.13199,0.030237,0.25555,0.11087,0.12981,1.5013087504974592
1892.9,0.11685,127.95,7.9585,0.10204,0.024821,0.095272,0.62487,0.13049,0.028364,0.25708,0.11154,0.13216,1.5066297654410703
1926.4,0.12062,125.73,7.8256,0.10192,0.024094,0.095266,0.63424,0.1306,0.028367,0.25697,0.11169,0.13097,1.5141139212607868
1857.5,0.12065,127.63,7.8203,0.10195,0.024461,0.095425,0.63297,0.13069,0.02838,0.25695,0.11167,0.13199,1.5144976065517235
