evals,errors
1000,0.22161270294108196
2000,0.18673635620642468
3000,0.18663809773334109
4000,0.18663809773334109
5000,0.18663809773334109
6000,0.18663809773334109
7000,0.18663809773334109
8000,0.14568994113698486
9000,0.14568994113698486
10000,0.13466971663984298
11000,0.13466971663984298
12000,0.12579128031360237
13000,0.12579128031360237
14000,0.12579128031360237
15000,0.12579128031360237
16000,0.12579128031360237
17000,0.1257463091218605
18000,0.1257463091218605
19000,0.1257463091218605
20000,0.1257463091218605
21000,0.1257463091218605
22000,0.1257463091218605
23000,0.1257463091218605
24000,0.1257463091218605
25000,0.1257463091218605
26000,0.1257463091218605
27000,0.1257463091218605
28000,0.1257463091218605
29000,0.1257463091218605
30000,0.1257463091218605
31000,0.1257463091218605
32000,0.1257463091218605
33000,0.1257463091218605
34000,0.1257463091218605
35000,0.1257463091218605
36000,0.1257463091218605
37000,0.1257463091218605
38000,0.1257463091218605
39000,0.11950886432668945
40000,0.11950886432668945
41000,0.11919119706029092
42000,0.11919119706029092
43000,0.11919119706029092
44000,0.11919119706029092
45000,0.11919119706029092
46000,0.11919119706029092
47000,0.11919119706029092
48000,0.11919119706029092
49000,0.11919119706029092
50000,0.11919119706029092
