Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
0.02044,4.5076e-07,761.61,508.69,182.44,780.33,80.061,3.3404,0.23867,0.13615,0.044319,0.11896,0.11356,0.093568,0.052608,0.22546,0.076477,1.099775174929437
0.02044,4.6571e-07,761.1,508.67,182.44,780.2,80.042,3.3437,0.2396,0.13616,0.044334,0.11898,0.11356,0.09358,0.052553,0.22544,0.076439,1.1006384378371372
0.02044,4.5076e-07,761.61,513.97,182.44,780.33,80.061,3.3404,0.23978,0.13613,0.044252,0.11893,0.11361,0.093568,0.052698,0.22545,0.076589,1.1010015854706179
0.020448,4.507e-07,761.61,508.69,183.36,779.98,79.553,3.3397,0.24039,0.13616,0.044309,0.119,0.11355,0.093585,0.052601,0.22547,0.076466,1.1015394734065873
0.020337,4.5375e-07,761.63,508.5,181.52,779.96,81.05,3.3461,0.2446,0.13614,0.044344,0.11889,0.11357,0.093568,0.052538,0.22541,0.076419,1.1054753964105553
0.020578,4.5379e-07,760.4,508.4,181.64,779.59,81.06,3.3461,0.24488,0.13613,0.044341,0.11889,0.11357,0.093573,0.052536,0.22539,0.076432,1.1057464618965283
0.020424,4.466e-07,754.11,502.78,182.48,763.37,78.535,3.3948,0.24716,0.13644,0.044633,0.11942,0.11318,0.093954,0.051164,0.22519,0.075158,1.1062959940074464
0.020059,4.4678e-07,761.62,508.46,181.56,779.85,81.05,3.3489,0.2456,0.13615,0.04436,0.11891,0.11356,0.093581,0.052459,0.2254,0.07635,1.1063583117239275
0.020426,4.4978e-07,765.72,502.39,182.42,766.64,80.766,3.3487,0.24752,0.13628,0.04439,0.11898,0.1134,0.09367,0.05226,0.22546,0.075948,1.107907670216177
0.020535,4.5064e-07,748.12,508.85,187.98,781.43,79.329,3.3405,0.24754,0.13603,0.044265,0.11907,0.11358,0.093671,0.05254,0.22517,0.076632,1.1085034350332859
