Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
660.15,0.5826,137.47,8.7472,0.15879,0.11997,0.12547,0.057127,0.13942,0.11658,0.57293,0.07063,0.42267,1.7835773557230237
657.75,0.58488,138.1,8.7798,0.15884,0.11987,0.12539,0.05709,0.1395,0.11706,0.56438,0.070607,0.43217,1.7849135910273355
651.45,0.59022,137.24,8.7665,0.15885,0.11989,0.12544,0.057108,0.1395,0.11705,0.57391,0.070633,0.42537,1.787738178459581
653.62,0.5913,137.0,8.7858,0.15878,0.11995,0.1254,0.057079,0.13953,0.11666,0.5699,0.070678,0.43006,1.7880444227677494
654.86,0.58973,137.65,8.7732,0.15883,0.1199,0.12543,0.0571,0.13949,0.11695,0.56964,0.070621,0.43081,1.788763363043008
652.65,0.58188,139.1,8.6906,0.15906,0.11968,0.12559,0.057228,0.1393,0.11827,0.58287,0.070415,0.41751,1.7899196759598524
653.14,0.5862,137.06,8.7184,0.15886,0.11993,0.12554,0.057172,0.13938,0.11694,0.58655,0.070608,0.41543,1.7904042530515718
650.94,0.59426,136.68,8.7466,0.1588,0.11997,0.1255,0.057134,0.13944,0.11668,0.58155,0.070648,0.42177,1.7914898207776144
653.63,0.58318,137.85,8.6742,0.15894,0.11984,0.12564,0.05724,0.13926,0.11745,0.59148,0.070503,0.41113,1.7914913414863265
656.76,0.59174,137.01,8.7799,0.15873,0.12001,0.12542,0.057085,0.1395,0.11635,0.57319,0.070681,0.43067,1.7916351722372332
