Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
1579.9,0.17007,132.68,3.8894,0.36299,0.077895,0.043643,0.14519,0.11694,0.24451,0.10589,0.14628,0.11135,1.3546975543635882
1580.1,0.16896,133.29,3.8895,0.36579,0.077887,0.043692,0.14523,0.11699,0.24449,0.10584,0.14628,0.11134,1.3575442587232394
1560.4,0.1711,133.57,3.8931,0.3662,0.07782,0.04366,0.14522,0.11694,0.24452,0.10584,0.14625,0.11135,1.357792198905881
1580.2,0.16889,133.25,3.8905,0.36672,0.077868,0.04368,0.14522,0.11697,0.2445,0.10585,0.14627,0.11134,1.3584254260410284
1580.2,0.16906,133.71,3.876,0.36674,0.07815,0.043869,0.14532,0.11721,0.24439,0.10572,0.14644,0.11133,1.3591588706633693
1581.6,0.17062,133.64,3.8803,0.36703,0.078093,0.043783,0.14525,0.1171,0.24444,0.10583,0.1464,0.11134,1.3592457703934255
1566.2,0.16893,133.9,4.0461,0.39041,0.074855,0.041971,0.14427,0.11472,0.24558,0.10374,0.14455,0.11144,1.3715349054602866
1545.6,0.17409,133.76,3.8726,0.38007,0.078226,0.043882,0.14531,0.11722,0.24438,0.10568,0.14647,0.11135,1.3725931773363005
1580.1,0.16814,133.19,3.8891,0.38519,0.077882,0.043707,0.14525,0.11701,0.24448,0.10581,0.14628,0.11133,1.3769621371787093
1578.0,0.16896,133.31,3.8579,0.39018,0.078483,0.044074,0.14542,0.11748,0.24426,0.10555,0.14662,0.11131,1.3833844873223888
