Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (curve),Error (g303),Error (g59),Error (g63),Error (g86),Reduced Error
205.16,0.14714,166.12,7.183,0.095421,0.23696,0.05792,0.077785,0.11605,0.049438,0.633575966973292
201.88,0.1472,165.16,7.0695,0.09549,0.23721,0.057859,0.077977,0.11594,0.04939,0.6338589334004603
208.2,0.14457,165.98,7.2298,0.095314,0.2384,0.057998,0.077639,0.11623,0.049443,0.6350325941588887
203.85,0.15872,166.1,7.3386,0.095365,0.24046,0.057928,0.077908,0.11564,0.049592,0.6368857829587816
195.28,0.16296,167.85,7.2121,0.095817,0.24114,0.057639,0.078308,0.11514,0.049596,0.6376444899910113
208.24,0.14502,165.53,7.2527,0.09529,0.2412,0.058017,0.077646,0.11621,0.049455,0.6378195413266052
208.15,0.14642,167.41,7.2497,0.095363,0.2439,0.057958,0.077628,0.11617,0.049473,0.6404924262027785
191.73,0.1477,167.86,6.9616,0.096168,0.24387,0.057462,0.078387,0.1154,0.049388,0.6406748334778682
205.35,0.14524,168.02,7.2396,0.095576,0.24615,0.057846,0.077701,0.11605,0.049472,0.6428027792974467
203.24,0.13577,165.84,7.0371,0.095691,0.24787,0.057798,0.07779,0.11628,0.049307,0.6447371593205722
