Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1171.8,0.31313,148.0,5.4842,0.011978,0.011977783048153641
1171.8,0.31313,148.0,5.4842,0.011978,0.011977783048153641
1171.8,0.31313,148.0,5.4842,0.011978,0.011977783048153641
1171.8,0.31313,148.0,5.4842,0.011978,0.011977783048153641
1171.8,0.31313,148.0,5.4842,0.011978,0.011977783048153641
1171.8,0.31313,148.0,5.4842,0.011978,0.011977783048153641
1171.8,0.31313,148.0,5.4842,0.011978,0.011977783048153641
1171.8,0.31313,148.0,5.4842,0.011978,0.011977783048153641
1171.8,0.31313,148.0,5.4842,0.011978,0.011977783048153641
1171.8,0.31313,148.0,5.4842,0.011978,0.011977783048153641
