Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
917.5,2.7002,189.85,1.9149,0.0,0.0
900.24,2.746,193.06,1.9016,0.0,0.0
922.74,2.7088,185.8,1.8928,0.0,0.0
907.55,2.7246,188.92,1.8709,0.0,0.0
900.67,2.6962,190.44,1.8897,0.0,0.0
918.45,2.6812,186.89,1.8822,0.0,0.0
916.73,2.7279,188.61,1.8892,0.0,0.0
899.84,2.7212,190.65,1.8691,0.0,0.0
908.68,2.7841,191.49,1.8834,0.0,0.0
866.22,2.3007,207.8,1.6401,0.0,0.0
