Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g262),Error (g80),Error (g126),Error (g237),Error (g223),Error (curve),Error (g51),Error (g72),Reduced Error
1253.2,0.45039,183.94,1.5338,0.1261,0.12173,0.25542,0.17057,0.18854,0.21692,0.58154,0.18661,0.10121,1.9486383366425721
1217.6,0.45445,193.33,1.5142,0.12634,0.12204,0.25541,0.17128,0.18917,0.20759,0.62015,0.18707,0.10178,1.9808126389028249
1226.4,0.45218,193.17,1.5059,0.12643,0.12217,0.25539,0.17147,0.18936,0.20619,0.62393,0.18729,0.10195,1.9841805404213095
1253.6,0.45511,186.77,1.5268,0.12619,0.12185,0.2554,0.17079,0.18875,0.21041,0.63999,0.1868,0.10137,2.001564347579081
1258.8,0.43175,194.32,1.525,0.1262,0.12181,0.25539,0.17096,0.18889,0.21349,0.67351,0.18674,0.10148,2.038471048894742
1196.4,0.48331,190.48,1.5233,0.12624,0.12192,0.25541,0.17098,0.18888,0.20938,0.69547,0.18692,0.10158,2.056790429427483
1257.9,0.43539,195.79,1.4997,0.1265,0.12221,0.25535,0.1716,0.18949,0.20613,0.70053,0.1874,0.10219,2.0614103344301453
1179.8,0.46753,196.65,1.5448,0.12597,0.12149,0.25543,0.17055,0.18841,0.27604,0.6642,0.18629,0.10094,2.0893118314975347
1153.2,0.48382,200.34,1.4854,0.12668,0.12254,0.2554,0.17218,0.18996,0.20526,0.74524,0.18781,0.10292,2.107993842393301
1226.8,0.44086,196.12,1.5059,0.12642,0.12212,0.25538,0.1715,0.18938,0.20656,0.75581,0.18723,0.10207,2.116480802139904
