Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1143.8,0.3292,151.94,4.3507,0.01276,0.012759678570101018
1143.8,0.3292,151.94,4.3507,0.01276,0.012759678570101018
1143.8,0.3292,151.94,4.3507,0.01276,0.012759678570101018
1143.8,0.3292,151.94,4.3507,0.01276,0.012759678570101018
1143.8,0.3292,151.94,4.3507,0.01276,0.012759678570101018
1143.8,0.3292,151.94,4.3507,0.01276,0.012759678570101018
1143.8,0.3292,151.94,4.3507,0.01276,0.012759678570101018
1143.8,0.3292,151.94,4.3507,0.01276,0.012759678570101018
1143.8,0.3292,151.94,4.3507,0.01276,0.012759678570101018
1143.8,0.3292,151.94,4.3507,0.01276,0.012759678570101018
