Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1137.3,0.23945,124.13,4.6718,0.057684,0.10676,0.11324,0.13914,0.10493,0.13892,0.24595,0.25089,0.033676,1.1911935174644626
1148.8,0.23615,125.19,4.7694,0.056232,0.10663,0.11327,0.13891,0.10411,0.13814,0.2494,0.25134,0.033162,1.1911949896085414
1136.8,0.23955,124.13,4.6714,0.057689,0.10676,0.11324,0.13914,0.10493,0.13893,0.24598,0.25089,0.033679,1.1912325880557184
1133.0,0.23812,125.65,4.6181,0.058434,0.10664,0.11323,0.1393,0.10554,0.13938,0.24544,0.25054,0.034084,1.1925731066781795
1147.9,0.23753,125.25,4.5356,0.059838,0.10663,0.11317,0.13958,0.10652,0.1401,0.24369,0.24999,0.034609,1.1941231011214914
1147.0,0.23771,125.24,4.5344,0.059857,0.10662,0.11317,0.13959,0.10653,0.14011,0.24373,0.24999,0.034616,1.1942028428884146
1144.3,0.23948,124.03,4.6688,0.057759,0.10681,0.11322,0.13914,0.10498,0.13893,0.24896,0.25085,0.033687,1.1943434797948196
1136.9,0.23957,123.85,4.6936,0.057348,0.10677,0.11326,0.13908,0.1047,0.13875,0.25016,0.25102,0.033529,1.194610076119825
1141.0,0.24068,124.58,4.5699,0.059285,0.10672,0.1132,0.13943,0.10602,0.1398,0.24626,0.25027,0.034333,1.1953149434116084
1147.7,0.23838,124.58,4.6836,0.057514,0.1068,0.11321,0.13911,0.10487,0.1388,0.25133,0.25091,0.033622,1.1961622220523211
