Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
1640.7,0.16606,135.08,2.5221,0.61153,0.1025,0.070107,0.1537,0.14361,0.23525,0.11172,0.16394,0.11362,1.7059756392747478
1650.3,0.21725,143.4,1.4966,0.4079,0.12195,0.12581,0.17256,0.18157,0.22459,0.16299,0.1873,0.12676,1.7114198539625116
1646.8,0.21806,143.88,1.5209,0.42008,0.12144,0.12429,0.172,0.18071,0.22477,0.16264,0.18645,0.12624,1.718623844294877
1647.0,0.21805,143.89,1.5228,0.42127,0.1214,0.12417,0.17195,0.18065,0.22479,0.16261,0.18639,0.1262,1.7194184636332976
1646.8,0.21874,144.01,1.5217,0.42301,0.12143,0.12426,0.17199,0.1807,0.22478,0.16255,0.18644,0.12623,1.7213880105440151
1638.1,0.21998,140.34,1.4948,0.42409,0.12203,0.12599,0.17265,0.18174,0.22456,0.16266,0.18743,0.12686,1.7280101899978304
1638.0,0.2173,145.22,1.4555,0.42381,0.12284,0.12854,0.17353,0.18304,0.22429,0.16365,0.1888,0.1277,1.7362008436112253
1638.0,0.21859,146.39,1.4963,0.4329,0.12195,0.12593,0.17257,0.18158,0.22459,0.16315,0.18733,0.12679,1.7367978143020075
1637.9,0.2177,146.38,1.4555,0.43044,0.12284,0.12856,0.17353,0.18303,0.22429,0.16366,0.18881,0.1277,1.742855532578678
1628.2,0.21709,147.01,1.4639,0.43427,0.12264,0.12803,0.17332,0.18273,0.22435,0.16384,0.18848,0.12752,1.745184973754326
