Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
685.72,0.79137,160.49,2.269,0.029558,0.02955828887290975
685.72,0.79137,160.49,2.269,0.029558,0.02955828887290975
685.72,0.79137,160.49,2.269,0.029558,0.02955828887290975
685.72,0.79137,160.49,2.269,0.029558,0.02955828887290975
685.72,0.79137,160.49,2.269,0.029558,0.02955828887290975
685.72,0.79137,160.49,2.269,0.029558,0.02955828887290975
685.72,0.79137,160.49,2.269,0.029558,0.029558288872909778
685.72,0.79137,160.49,2.269,0.029558,0.029558288872909778
685.72,0.79137,160.49,2.269,0.029558,0.029558288872909778
685.72,0.79137,160.49,2.269,0.029558,0.029558288872909778
