Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (g86),Error (curve),Error (g59),Error (g237),Reduced Error
1993.1,0.12953,125.08,6.6596,0.062165,0.13081,0.054869,0.27603,0.067721,0.093301,0.6848963478471818
1993.6,0.12916,125.24,6.4837,0.061693,0.13098,0.054847,0.2757,0.067892,0.093882,0.6849951277591118
1980.5,0.13,124.9,6.6143,0.062174,0.13077,0.054809,0.27647,0.067778,0.093258,0.6852622031072862
1962.3,0.12992,124.94,6.6012,0.06227,0.13059,0.054738,0.27688,0.067829,0.093093,0.6854089227766826
1970.0,0.13011,124.94,6.6142,0.062254,0.13067,0.054769,0.27685,0.067798,0.093133,0.6854739121832866
1961.6,0.13026,124.95,6.6005,0.06229,0.13061,0.054735,0.27722,0.067825,0.093069,0.6857492134613533
1962.3,0.12965,124.93,6.5993,0.062252,0.13058,0.054739,0.27754,0.067837,0.093114,0.6860660276664059
1966.5,0.13047,124.72,6.6148,0.062307,0.13066,0.05475,0.27772,0.067799,0.093063,0.6862970650686435
1982.1,0.12941,125.44,6.4157,0.061594,0.13095,0.054795,0.27724,0.067975,0.093974,0.6865285880011425
1979.2,0.13045,124.89,6.6062,0.062185,0.13079,0.054802,0.27831,0.06778,0.093242,0.6871071176290269
