Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
326.16,1.452,122.16,17.702,0.027508,0.027508248462970453
326.16,1.452,122.16,17.702,0.027508,0.02750824846297049
326.16,1.452,122.16,17.702,0.027508,0.02750824846297049
326.16,1.452,122.16,17.702,0.027508,0.027508248462970515
326.16,1.452,122.16,17.702,0.027508,0.027508248462970515
326.16,1.452,122.16,17.702,0.027508,0.027508248462970515
326.16,1.452,122.16,17.702,0.027508,0.027508248462970515
326.16,1.452,122.16,17.702,0.027508,0.027508248462970515
326.16,1.452,122.16,17.702,0.027508,0.027508248462970515
326.16,1.452,122.16,17.702,0.027508,0.027508248462970515
