Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
752.76,0.59486,147.72,9.9888,0.15786,0.11788,0.12516,0.056682,0.13992,0.1205,0.78346,0.067634,0.38918,1.958281148400703
751.23,0.60224,147.4,10.026,0.1578,0.11789,0.12514,0.056661,0.13998,0.12045,0.79567,0.067624,0.37877,1.9599854751987398
749.9,0.5912,147.08,9.9895,0.15787,0.1179,0.12514,0.056669,0.13998,0.12051,0.77267,0.067715,0.40924,1.9677136837211993
750.77,0.5915,147.08,10.022,0.15784,0.11789,0.1251,0.056656,0.14003,0.1205,0.78356,0.067714,0.40699,1.9762985598804859
634.71,0.66265,153.59,9.3952,0.1592,0.11721,0.1258,0.056943,0.13898,0.12754,0.96643,0.066901,0.23548,1.9944879013741528
769.16,0.57999,146.59,10.056,0.15775,0.1179,0.12508,0.056656,0.14009,0.11987,0.77955,0.067788,0.44061,2.005295116908863
860.0,0.52622,142.83,11.446,0.15502,0.11727,0.12416,0.055924,0.14277,0.11468,0.55496,0.068516,0.6734,2.0067015420123324
848.26,0.52329,142.27,11.533,0.15492,0.11724,0.1241,0.055865,0.14303,0.11484,0.5244,0.068629,0.70654,2.0095624569613295
846.06,0.52035,142.62,11.544,0.15492,0.11722,0.1241,0.055863,0.14305,0.11494,0.52199,0.068626,0.71197,2.0126740685035847
834.26,0.5327,141.26,11.624,0.1548,0.11725,0.12405,0.055802,0.14326,0.11483,0.51195,0.068723,0.73868,2.0293438878359864
