Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g63),Error (g303),Error (g237),Error (g59),Reduced Error
795.58,0.31323,123.31,19.984,0.055741,0.18876,0.12986,0.070278,0.084609,0.062107,0.5913510152207603
754.7,0.33437,122.87,20.0,0.055718,0.18917,0.12987,0.07038,0.084524,0.062104,0.5917647208777116
743.61,0.34159,121.64,20.0,0.055684,0.18981,0.1299,0.070491,0.084443,0.062115,0.5924395966509948
739.08,0.34314,121.73,20.0,0.055684,0.19017,0.12987,0.070463,0.084464,0.062116,0.5927666301344444
741.36,0.34236,121.56,19.998,0.055681,0.19026,0.12989,0.07049,0.084444,0.062118,0.5928793450398792
739.25,0.34304,121.68,20.0,0.055683,0.19029,0.12987,0.070468,0.08446,0.062117,0.5928914605826633
739.41,0.34253,121.7,20.0,0.055682,0.19059,0.12986,0.070464,0.084463,0.062119,0.5931869373924022
739.06,0.34312,121.57,20.0,0.05568,0.19074,0.12987,0.07048,0.084451,0.062119,0.5933434482257575
768.8,0.32675,123.02,19.604,0.055744,0.19069,0.12984,0.070291,0.084624,0.062171,0.5933555120951436
736.67,0.3417,122.79,20.0,0.055706,0.1909,0.12979,0.070324,0.084569,0.062108,0.5934009593454924
