Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g262),Error (curve),Error (g14),Error (g95),Error (g240),Error (g72),Error (g287),Error (g101),Error (g207),Reduced Error
20.103,106.41,813.31,699.52,342.71,577.07,366.44,1.0341,0.16423,0.396,0.049626,0.14331,0.2335,0.11188,0.10703,0.029625,0.03108,1.2662744456636492
21.231,105.8,812.9,700.43,340.22,577.27,365.75,1.0347,0.16439,0.39621,0.049628,0.14337,0.23364,0.11165,0.10712,0.029617,0.03107,1.2667053159025001
20.95,107.67,816.4,691.05,336.55,577.04,366.52,1.0327,0.16481,0.39641,0.04986,0.14072,0.23431,0.11278,0.10866,0.028997,0.031748,1.2682901872877506
19.792,107.76,781.58,688.04,345.71,576.86,366.46,1.034,0.16441,0.40628,0.049863,0.14179,0.23387,0.11243,0.10795,0.029216,0.031318,1.2771353745339367
20.13,108.34,816.19,695.18,348.5,577.1,366.46,1.0335,0.16411,0.40707,0.049781,0.14108,0.23383,0.11262,0.10832,0.029073,0.03162,1.2775201360756607
20.181,106.17,813.33,698.26,352.53,576.89,366.5,1.0327,0.16396,0.41302,0.049568,0.14353,0.23337,0.11171,0.10692,0.029673,0.031054,1.2828015197171028
20.104,105.94,813.34,704.51,343.86,576.6,364.63,1.0341,0.16392,0.428,0.049533,0.14471,0.23318,0.11144,0.10624,0.029936,0.030682,1.297646778972598
19.334,106.46,817.07,693.81,332.13,564.69,359.18,1.0271,0.16458,0.42692,0.049758,0.14487,0.23341,0.11163,0.10623,0.029942,0.03045,1.2977867081318186
18.763,107.61,813.34,703.48,381.67,577.18,367.1,1.0341,0.16251,0.43236,0.049415,0.14372,0.2326,0.11163,0.10656,0.029748,0.031048,1.299594375155289
18.84,106.44,818.83,698.17,342.34,576.82,365.37,1.0195,0.16411,0.42986,0.049582,0.14469,0.23325,0.11166,0.10628,0.029953,0.030661,1.3000395472791653
