iteration,cp_lh_0,cp_lh_1,cp_lh_2,cp_lh_3,cp_lh_4,cp_lh_5,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,993.9967672936566,847.9801693058996,701.3923489725693,26.432566995723874,573.2367489702397,973.9540566087137,143.8066172065448,14.142442585654662,1.1342899266813775,0.09262017723955943,1.1637718447568242
2,538.3778167986175,974.1847433749612,231.44525688347352,69.51550993920854,952.7033284270376,629.9198634027375,21.421465610906615,9.286056900699156,0.2928595399842973,0.09788770774444963,0.32401816509522524
3,928.7874189944675,403.90941559253923,394.8278435628041,926.0561221184469,157.9088279397279,573.1888215292877,98.24406929913287,4.336984612821533,0.2717861115371542,0.0969105579852804,0.30263370021945646
4,383.57184631450696,694.3729567637591,775.4637018727683,662.5693606507784,436.34353928657913,868.5765751227678,255.53887254995217,1.2534230138301936,0.6486415559366502,0.12084501435545744,0.6871077187020144
5,17.466790797316417,554.5645442570499,653.4539414800206,854.8381951713048,215.7059538526771,522.5482710164636,53.81159823601482,13.976717697266478,0.09970983086303566,0.17819692647686633,0.1564316742481883
6,465.73916924166684,315.057959715831,865.990043898747,983.7050225932428,739.0476900728446,759.2521867049531,341.51688663766157,5.735812811284316,2.364558555682874,0.09336609284491118,2.394277906069763
7,587.7538048634585,889.2006501309223,34.661460643896234,462.6047206819182,309.85187364129985,322.2135406700056,384.6313161275096,7.849964641047709,2.2935102561775156,0.09170501244701743,2.3227008682520087
8,818.8252141401136,758.0053447632006,604.832690107231,430.3139193743757,22.488117076348978,915.4033836977045,310.95403335442154,3.2513143870197143,1.5820599426666933,0.09821118322198294,1.6133215332200581
9,670.7965973328887,97.08541449201606,896.0561494446765,693.1559845594701,658.6887799301945,414.1345522010987,361.25257631479997,17.686503089407356,2.593001631582926,0.14946362453727915,2.640577380898004
10,286.5421028227961,126.93655952231097,174.97477646093876,166.28825924006475,492.3726684866615,103.08397394209837,411.1382374461855,17.477957845217908,2.4772082321501077,0.15267144856720777,2.52580506356705
11,724.2898949728564,588.4521033108559,454.6011624488741,353.76355322595407,901.8552015868839,136.34279444025958,240.28998462124866,11.158017506707333,1.6782569757678134,0.23995734737283017,1.7546377716990234
12,323.8515622074568,37.452564511771236,338.1211841872361,585.1457690188611,68.36936649659117,273.75869320426995,465.5233192021666,19.674721228973443,2.673826683391027,0.1577792951807661,2.724049392882175
13,218.60404623824016,461.2928697628559,514.5219064899817,795.1462706227431,329.2295376360348,57.22894901512772,195.3291272772048,15.419148291889524,1.0082456055309377,0.1574143698476488,1.058352155680836
14,93.06118194669655,203.36899343251343,265.715168155575,255.7332490031703,867.942294345967,749.9917888658392,89.31308581092891,5.831837014542729,0.37598547935886917,0.09579812176088132,0.4064789685931962
15,132.9964331013964,278.02784685001734,124.37771704356939,502.6811203772795,550.2756357829431,192.48026673198052,488.594014892343,12.238586017637589,3.0886584627435103,0.15153312517206552,3.1368929545701048
16,755.6834392456512,657.6494810830252,947.96579830246,228.460210350213,767.5623955531571,453.9228256036905,159.27786182447565,9.70115921925196,1.243221786199144,0.09241711885832041,1.2726390687843698
17,4.1329,580.43,667.33,860.35,230.43,631.12,87.188,8.8923,0.28687579436097804,0.09241446474706935,0.3162922321163536
18,74.206,479.04,668.56,863.01,1.7036e-05,737.34,0.55188,11.36,0.5564545716953125,0.10384690147268477,0.5895100670836222
19,0.42122,570.13,652.95,874.27,220.4,971.13,72.995,8.5866,0.2429621126423243,0.09322309128767738,0.272635944219806
20,0.018303,502.04,624.71,865.92,146.46,293.94,70.326,12.262,0.04685611780570446,0.1896431096588256,0.10722139445674538
21,0.018425,501.83,620.35,857.29,238.47,219.21,70.882,12.334,0.0831208057029785,0.14896222908273238,0.1305369558879868
22,0.0048024,581.96,647.24,921.22,224.15,286.25,65.809,11.736,0.08536788435684227,0.22961987990248098,0.15845816219413666
