Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g72),Error (g56),Error (g237),Error (curve),Error (g223),Error (g126),Error (g80),Error (g262),Error (g51),Reduced Error
1629.0,0.0097042,213.73,1.3103,0.23648,0.046915,0.15495,0.445,0.16282,0.085956,0.2316,0.12069,0.13535,1.6197650541600375
1753.6,0.0096936,213.7,1.2926,0.23953,0.049883,0.15615,0.46136,0.16372,0.087962,0.23098,0.12023,0.1365,1.6463180352496858
1548.0,0.009548,210.4,1.2506,0.24005,0.047967,0.15593,0.52274,0.16297,0.087208,0.2315,0.12181,0.13633,1.7065125048870924
1751.3,0.0099781,209.12,1.4418,0.22743,0.043778,0.15187,0.58227,0.16179,0.081811,0.23228,0.11886,0.13318,1.7332789379830174
1508.1,0.010076,249.23,1.5102,0.22263,0.038151,0.15109,0.60075,0.16101,0.080563,0.23314,0.11942,0.13104,1.7377959199600022
1509.4,0.010078,249.98,1.5073,0.22292,0.038309,0.15121,0.60336,0.16107,0.080733,0.2331,0.11944,0.13111,1.7412513325619183
1523.0,0.0097437,241.44,1.3321,0.23561,0.044901,0.15532,0.56934,0.16284,0.086497,0.23176,0.12101,0.13463,1.7418965612675372
1509.6,0.0092524,210.25,1.2608,0.23833,0.046563,0.15524,0.56871,0.16262,0.086246,0.23181,0.12187,0.13575,1.7471450370854866
1509.8,0.0098822,250.02,1.5282,0.22119,0.03733,0.15059,0.61403,0.16086,0.079972,0.23333,0.11923,0.13063,1.7471552677567213
1529.9,0.0097185,224.08,1.261,0.24032,0.047666,0.15652,0.56542,0.16324,0.088005,0.23138,0.12182,0.13624,1.7506024561368234
