Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g14),Error (g240),Error (g101),Error (g72),Error (g287),Error (g207),Error (g262),Error (g95),Reduced Error
3530.9,0.10058,159.44,3.5942,0.37467,0.044196,0.22022,0.057872,0.097103,0.11337,0.08192,0.11962,0.1361,1.2450650869009932
3535.0,0.10069,159.13,3.5941,0.37611,0.044197,0.22022,0.057853,0.0971,0.11337,0.081916,0.11964,0.13609,1.2464948650608725
3511.3,0.10112,159.55,3.608,0.37781,0.044209,0.22019,0.057623,0.097102,0.11332,0.081746,0.11967,0.13607,1.2477437202451114
3490.4,0.10166,158.9,3.5485,0.37702,0.044179,0.22029,0.058508,0.097115,0.11336,0.082344,0.11948,0.13619,1.2484802898325098
3543.3,0.10008,159.97,3.5256,0.37633,0.044124,0.22036,0.059218,0.097142,0.1135,0.082817,0.11929,0.13628,1.2490489676752716
3491.1,0.10204,158.64,3.5691,0.37842,0.044197,0.22026,0.058138,0.097106,0.11332,0.082107,0.11958,0.13613,1.249265054129522
3537.7,0.10007,160.14,3.5172,0.37646,0.044117,0.22038,0.059381,0.097143,0.11351,0.082918,0.11924,0.1363,1.2494409485052953
3483.9,0.10201,159.49,3.5676,0.37851,0.044193,0.22026,0.058236,0.097121,0.11334,0.082153,0.11952,0.13615,1.2494809142026997
3487.3,0.10166,158.82,3.5489,0.37824,0.044181,0.22029,0.058485,0.097113,0.11335,0.082328,0.11948,0.13618,1.2496575366087095
3483.5,0.10201,159.54,3.5682,0.37873,0.044193,0.22025,0.05823,0.097122,0.11334,0.082148,0.11952,0.13615,1.2496935807406773
