Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g262),Error (g80),Error (g51),Error (g72),Error (curve),Error (g56),Error (g126),Error (g237),Error (g223),Reduced Error
574.68,323.91,40.524,236.41,156.4,114.81,68.555,11.417,0.11445,0.26244,0.11849,0.14109,0.77055,0.02133,0.027248,0.094275,0.12171,1.6715792622350392
415.52,360.91,32.027,232.04,156.68,108.3,73.505,13.376,0.11155,0.26017,0.11542,0.17712,0.74545,0.021287,0.032178,0.098193,0.12304,1.6844074514181855
437.48,360.71,33.147,232.04,156.7,114.81,73.5,13.226,0.11183,0.26051,0.11573,0.1753,0.75357,0.021369,0.031647,0.097748,0.12274,1.6904358536316413
516.84,335.52,32.117,231.98,156.83,119.92,73.19,12.926,0.11161,0.25994,0.11639,0.1241,0.84123,0.022013,0.031463,0.098814,0.1241,1.7296549747678511
484.18,362.4,13.53,53.738,156.48,109.11,73.167,11.332,0.10841,0.26456,0.12016,0.099014,0.86577,0.024036,0.026777,0.098798,0.12555,1.7330772312075335
376.62,360.8,35.903,232.03,156.69,96.828,73.187,13.204,0.11279,0.26183,0.11531,0.28439,0.70873,0.020525,0.030638,0.095428,0.12079,1.7504203998754762
451.63,360.95,16.442,87.355,156.34,109.5,73.161,10.628,0.10915,0.26225,0.12005,0.089008,1.0056,0.023231,0.027845,0.10032,0.12619,1.8636660021096474
448.11,436.16,16.887,91.512,156.8,94.593,73.956,15.197,0.10663,0.26215,0.11467,0.2951,0.81555,0.024202,0.032874,0.10164,0.12409,1.8769063243227897
380.37,339.78,30.659,255.12,157.85,116.06,73.205,13.097,0.11138,0.25848,0.11586,0.12606,1.0135,0.022332,0.034096,0.099798,0.12484,1.9063477201351056
413.61,360.81,27.099,232.05,156.7,115.75,73.199,13.331,0.11008,0.25813,0.11585,0.11097,1.0411,0.02304,0.034572,0.1015,0.12583,1.9210310970745965
