Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
0.00099859,1.4568e-07,795.82,510.24,176.05,778.4,81.021,3.2203,0.31502,0.13624,0.043689,0.11842,0.11349,0.093824,0.055137,0.22648,0.077665,1.179965615396683
0.0010399,1.4738e-07,796.18,510.2,176.25,778.74,81.023,3.2192,0.31551,0.13625,0.043696,0.11843,0.11349,0.093828,0.055144,0.22648,0.077675,1.1804931902387192
0.0010315,1.3725e-07,795.35,510.27,176.25,780.44,81.104,3.2211,0.3161,0.13623,0.043708,0.11843,0.11349,0.093822,0.055112,0.22646,0.077681,1.1810366240550152
0.0010846,1.4803e-07,795.85,510.28,176.25,780.37,81.122,3.219,0.31631,0.13623,0.043704,0.11843,0.1135,0.093833,0.055154,0.22647,0.077715,1.1813476465176087
0.001078,1.4562e-07,793.21,510.01,175.79,777.08,81.024,3.2224,0.31662,0.13625,0.043715,0.11845,0.11347,0.093811,0.055041,0.22644,0.077631,1.1814288661319852
0.0010159,1.4668e-07,795.73,511.75,174.96,771.3,80.932,3.2196,0.31798,0.1363,0.043649,0.1184,0.11345,0.093828,0.055114,0.22651,0.077588,1.182814903822704
0.00098581,1.4766e-07,798.39,510.59,175.33,789.08,80.987,3.2237,0.31775,0.1362,0.043704,0.11841,0.11359,0.093828,0.055194,0.22649,0.077785,1.1829416169376987
0.0010495,1.4812e-07,790.58,510.35,176.17,786.98,81.081,3.2205,0.32001,0.13615,0.043723,0.11844,0.11359,0.093837,0.055176,0.22639,0.077886,1.1851952320010621
0.0010034,1.4627e-07,793.34,509.23,175.39,791.8,80.794,3.2734,0.32247,0.13628,0.04396,0.1186,0.11348,0.093544,0.054143,0.2262,0.077024,1.1856994297920305
0.0010031,1.4587e-07,792.11,506.79,175.43,793.6,80.647,3.2693,0.32242,0.13627,0.043974,0.11861,0.11348,0.093552,0.054198,0.22621,0.077088,1.1858093464982025
