Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g63),Error (g303),Error (g237),Error (g59),Reduced Error
777.01,0.32548,121.14,19.99,0.055925,0.18616,0.12984,0.070558,0.08447,0.061775,0.5887249603496206
764.48,0.3337,121.04,19.964,0.055918,0.18937,0.12991,0.070542,0.08447,0.061815,0.5920267317170416
769.05,0.32533,122.03,19.99,0.055921,0.19255,0.12974,0.070418,0.084564,0.061796,0.5949832585323238
742.32,0.34358,121.53,19.962,0.055899,0.19317,0.12991,0.070406,0.08455,0.061884,0.5958193622130294
742.86,0.34397,121.56,19.962,0.0559,0.19335,0.12992,0.070412,0.084544,0.061882,0.5960025363755106
741.12,0.34433,121.75,19.992,0.055898,0.19358,0.1299,0.070389,0.084557,0.061884,0.5962114393450669
752.56,0.34059,121.65,19.753,0.055924,0.19436,0.12988,0.070421,0.084549,0.061873,0.5970073899797202
743.04,0.34399,121.86,19.962,0.055903,0.19442,0.1299,0.070389,0.084557,0.061882,0.5970492512162052
742.39,0.34505,121.59,19.919,0.055903,0.19476,0.12992,0.070408,0.084547,0.061887,0.5974243073934143
741.07,0.34414,121.32,19.714,0.05591,0.19488,0.12987,0.070375,0.084587,0.061912,0.5975318659550641
