Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1481.4,0.17795,124.61,4.9188,0.056713,0.13349,0.20421,0.10213,0.069575,0.054843,0.6209607299486855
1476.7,0.17798,124.62,4.9941,0.056975,0.13325,0.20674,0.10151,0.069511,0.054771,0.6227483911624151
1482.6,0.17659,125.21,4.9774,0.056915,0.13327,0.20764,0.10165,0.06954,0.054789,0.6238028010914429
1521.8,0.17368,124.13,5.3919,0.058341,0.13236,0.21628,0.09869,0.069203,0.054554,0.6294372062351791
1522.2,0.16928,126.0,4.9749,0.056913,0.13322,0.2156,0.10167,0.06957,0.054813,0.6317904375883261
1502.1,0.17459,125.05,5.5224,0.058746,0.13205,0.21969,0.097952,0.069113,0.054552,0.6321065963354361
1502.8,0.17364,126.22,5.5438,0.058802,0.13196,0.22111,0.097857,0.069117,0.054556,0.6333943377756617
1493.0,0.17314,126.77,5.5267,0.058738,0.13193,0.22228,0.097975,0.069142,0.054567,0.6346346199296775
1492.7,0.17347,125.04,5.3717,0.058254,0.13229,0.22152,0.098862,0.069238,0.054584,0.63474182446605
1495.7,0.17209,124.98,5.592,0.058988,0.13188,0.22308,0.097548,0.069073,0.054559,0.6351262055936537
