Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1155.4,0.32921,150.72,4.3235,0.01406,0.014059535761110357
1155.4,0.32921,150.72,4.3235,0.01406,0.014059535761110357
1155.4,0.32921,150.72,4.3235,0.01406,0.014059535761110357
1155.4,0.32921,150.72,4.3235,0.01406,0.014059535761110357
1155.4,0.32921,150.72,4.3235,0.01406,0.014059535761110357
1155.4,0.32921,150.72,4.3235,0.01406,0.014059535761110357
1155.4,0.32921,150.72,4.3235,0.01406,0.014059535761110357
1155.4,0.32921,150.72,4.3235,0.01406,0.014059535761110357
1155.4,0.32921,150.72,4.3235,0.01406,0.014059535761110357
1155.4,0.32921,150.72,4.3235,0.01406,0.014059535761110357
