Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1145.9,0.24084,123.21,4.5554,0.060446,0.1119,0.11322,0.13969,0.10628,0.1399,0.19345,0.25024,0.034591,1.1497128909588528
1145.9,0.24062,123.24,4.5989,0.059887,0.11153,0.11321,0.13958,0.10593,0.13958,0.19618,0.25043,0.034381,1.1507028437411648
1146.0,0.24121,123.49,4.5912,0.059964,0.11151,0.11322,0.13958,0.10598,0.13964,0.20891,0.2504,0.034412,1.1636150616595775
1148.8,0.2381,123.85,4.657,0.059221,0.11093,0.11319,0.1395,0.10555,0.13919,0.2277,0.25063,0.034173,1.1800824614601004
1149.0,0.24321,122.99,4.5072,0.061083,0.11234,0.11323,0.13975,0.10663,0.14026,0.22307,0.25006,0.034781,1.1812033673489613
1127.1,0.24392,123.82,4.6225,0.059339,0.11102,0.11328,0.13947,0.10562,0.13937,0.23307,0.25059,0.034232,1.1859965923707934
1145.9,0.24171,121.77,4.5314,0.060817,0.11248,0.11322,0.13975,0.10643,0.14006,0.2334,0.25018,0.03466,1.1909912732553234
1062.8,0.25956,122.77,4.4965,0.060067,0.11178,0.11356,0.13949,0.10608,0.14014,0.23843,0.25033,0.034594,1.194473639655208
1066.5,0.25968,122.67,4.4952,0.060135,0.11183,0.11354,0.1395,0.1061,0.14015,0.24118,0.25032,0.03459,1.1973403124669844
1068.0,0.25957,122.64,4.4934,0.060181,0.11186,0.11354,0.1395,0.10612,0.14017,0.24237,0.25031,0.034599,1.1986549293015287
