Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g138),Error (g185),Error (g39),Error (g238),Error (g223),Error (g164),Error (curve),Error (g50),Error (g243),Reduced Error
3239.9,9.933,491.68,6.8519,0.12858,0.06749,0.12024,0.15603,1.4256,0.13606,1.7741,0.10023,0.057484,3.9657665848461248
3239.9,9.9352,490.18,6.8441,0.12629,0.069338,0.12051,0.15528,1.1027,0.13722,2.1501,0.10027,0.057097,4.018799863778504
3239.5,9.9307,491.55,6.862,0.13022,0.066167,0.12007,0.15677,1.4626,0.13517,1.8505,0.10106,0.057803,4.080389346939397
3230.7,9.9333,491.69,6.85,0.1292,0.06716,0.12027,0.15612,1.4608,0.13581,1.9453,0.099673,0.057614,4.171863438346658
3235.5,9.877,491.1,6.8308,0.12679,0.069494,0.12048,0.15488,1.2386,0.13739,2.2902,0.098843,0.057129,4.2938099721346
3243.1,9.9316,491.62,6.8303,0.12582,0.070012,0.12054,0.15469,1.1263,0.13773,2.5299,0.09889,0.056955,4.420851497352135
3233.6,9.8252,488.33,6.8253,0.1261,0.06991,0.12052,0.1549,1.0794,0.13773,2.5921,0.09982,0.057063,4.437547505774694
3174.9,9.9331,456.82,6.6093,0.12592,0.073967,0.12084,0.15348,1.4138,0.14077,2.3432,0.11218,0.055813,4.5399747664850185
3227.3,9.7113,482.28,6.8686,0.129,0.067294,0.12022,0.15689,1.254,0.13575,2.5394,0.10542,0.057937,4.56588334997545
3177.6,9.9327,462.6,6.6612,0.12398,0.074175,0.12148,0.15345,1.5062,0.14091,2.2918,0.10643,0.055614,4.57411288990903
