Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
0.020217,8.1984e-07,769.26,500.86,181.1,818.47,79.87,3.4115,0.23161,0.13608,0.045584,0.11943,0.1137,0.09344,0.050712,0.2254,0.075525,1.0914905698677162
0.020217,8.1984e-07,769.26,500.86,181.1,901.04,79.87,3.4115,0.23128,0.13576,0.045942,0.11972,0.11424,0.092965,0.050927,0.22529,0.076643,1.0927624583528215
0.019992,8.2563e-07,770.79,501.8,184.63,808.84,79.487,3.3613,0.2319,0.13595,0.045119,0.1192,0.11376,0.093591,0.05182,0.22557,0.076273,1.0931845926480914
0.019809,8.2049e-07,768.95,503.42,185.61,808.49,79.491,3.3575,0.23258,0.13591,0.045075,0.11919,0.11379,0.093613,0.05192,0.22553,0.076403,1.0940044022168345
0.019935,8.2125e-07,768.6,503.47,185.51,807.29,79.535,3.3564,0.23337,0.13591,0.04506,0.11918,0.11378,0.093618,0.051945,0.22553,0.076415,1.0948083798484467
0.019975,8.2148e-07,768.64,499.13,185.51,802.68,79.556,3.3566,0.23414,0.13596,0.045072,0.11919,0.11371,0.09359,0.051884,0.22556,0.076245,1.0953423354787926
0.019981,8.1968e-07,768.56,503.9,185.62,799.76,79.506,3.3661,0.23499,0.13598,0.045049,0.1192,0.1137,0.093584,0.051724,0.22549,0.076132,1.0958487462003716
0.014991,8.1984e-07,771.62,500.87,180.35,806.78,78.618,3.4189,0.23716,0.13624,0.045518,0.11953,0.11357,0.093378,0.050502,0.22551,0.075073,1.0964753313298132
0.020158,8.3978e-07,770.36,503.51,185.52,807.28,79.551,3.4155,0.23806,0.13607,0.045437,0.11944,0.11366,0.093394,0.050683,0.22531,0.075366,1.0974335953667511
0.020074,8.3774e-07,767.22,506.73,181.1,798.32,80.044,3.4108,0.2389,0.13616,0.045345,0.11933,0.1136,0.09346,0.05079,0.22535,0.075392,1.0983240915370007
