Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g262),Error (g80),Error (g126),Error (g237),Error (g223),Error (curve),Error (g51),Error (g72),Reduced Error
922.27,0.68661,195.88,1.6112,0.12502,0.11994,0.25548,0.16923,0.18628,0.20246,0.38001,0.18429,0.099973,1.722677143086942
1178.4,0.39918,197.43,1.8599,0.12256,0.11699,0.25586,0.16208,0.17886,0.38801,0.50014,0.17919,0.098825,2.0025164539624436
1196.7,0.43258,195.19,1.7287,0.1238,0.11827,0.25569,0.16557,0.18312,0.51714,0.44037,0.18155,0.099555,2.085079634086185
1208.7,0.43417,193.75,1.7283,0.12382,0.11829,0.25568,0.16554,0.18312,0.52601,0.44252,0.18158,0.099593,2.0961445803231147
1208.1,0.43077,194.22,1.7269,0.12383,0.11831,0.25569,0.16559,0.18316,0.52545,0.4505,0.1816,0.099635,2.103757029444584
1197.1,0.43076,197.26,1.7318,0.12377,0.11824,0.25571,0.16553,0.18305,0.52173,0.45686,0.18147,0.099501,2.1058558471655737
1208.3,0.43068,194.55,1.7261,0.12384,0.11832,0.25569,0.16562,0.18319,0.5243,0.45717,0.18161,0.099665,2.109398879815055
1207.5,0.42748,195.58,1.727,0.12382,0.11831,0.2557,0.16562,0.18317,0.51789,0.46416,0.18158,0.099647,2.1099079360902087
1209.0,0.42769,195.62,1.7263,0.12383,0.11832,0.2557,0.16564,0.18319,0.51717,0.46965,0.1816,0.099676,2.114783282090099
1200.5,0.42454,196.88,1.7267,0.12382,0.11831,0.25572,0.16567,0.18319,0.51088,0.47787,0.18157,0.099643,2.1166723163672585
