Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (g86),Error (curve),Error (g59),Error (g237),Reduced Error
1998.3,0.12477,124.71,7.5087,0.063063,0.12981,0.055208,0.21308,0.066843,0.091966,0.6199717683501306
1998.3,0.12513,124.75,7.5072,0.063074,0.12984,0.055209,0.21311,0.066835,0.091957,0.6200227531817885
1997.9,0.1248,124.87,7.5297,0.063084,0.12978,0.055217,0.21446,0.066821,0.091934,0.6212917358991644
1995.1,0.1248,124.28,7.4929,0.063095,0.12981,0.055184,0.21503,0.066873,0.091929,0.6219245673431824
1992.8,0.12482,124.77,7.2999,0.062812,0.13,0.055113,0.21518,0.067062,0.092287,0.6224561115124094
1974.9,0.12528,123.45,7.8895,0.063757,0.12897,0.055188,0.21698,0.066609,0.091048,0.6225461058894382
1970.5,0.12467,124.75,7.5173,0.063237,0.12944,0.055104,0.21622,0.066919,0.091683,0.6226023121424117
1977.2,0.12525,123.38,7.6226,0.063459,0.12947,0.055143,0.21725,0.06681,0.091454,0.6235881493098583
1995.6,0.12533,124.84,7.5265,0.063119,0.12979,0.055207,0.2173,0.066817,0.091893,0.6241350912877799
1967.3,0.124,124.35,7.7536,0.063514,0.12893,0.055137,0.21956,0.066758,0.091306,0.6252103615527944
