Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1833.3,0.067708,153.16,3.2288,0.055153,0.12659,0.1436,0.4066,0.073347,0.061013,0.8663082274322785
1768.6,0.066217,152.53,3.2189,0.055169,0.12665,0.14341,0.40937,0.073436,0.060885,0.8689180206578564
1765.8,0.066758,152.39,3.2158,0.055162,0.12669,0.14347,0.40927,0.073456,0.060915,0.8689645210032878
1765.3,0.068667,152.39,3.216,0.05511,0.12667,0.14362,0.40974,0.07346,0.060978,0.8695761659953132
1874.4,0.068662,151.52,3.2051,0.055222,0.12702,0.14389,0.41166,0.073457,0.061209,0.8724686374323739
1667.2,0.066758,152.39,3.2158,0.055081,0.1265,0.14326,0.41343,0.073516,0.060732,0.8725209368373893
1765.9,0.061292,151.5,3.1872,0.055442,0.12729,0.14324,0.41341,0.073607,0.060908,0.873895721579374
1761.6,0.065524,153.59,3.2016,0.055317,0.12711,0.14357,0.41993,0.073548,0.061076,0.8805517874438816
1741.1,0.06494,151.4,3.2142,0.055162,0.12661,0.14323,0.43238,0.07347,0.060749,0.8915957920316365
1763.9,0.063851,149.73,3.182,0.055319,0.12721,0.1434,0.43977,0.073636,0.06091,0.9002386618648172
