Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g59),Error (g63),Error (g237),Error (g303),Reduced Error
397.19,0.01013,21.163,2.8741,0.047792,0.94729,0.088509,0.12085,0.17523,0.088969,1.4686383467179243
395.71,0.011172,21.827,2.8731,0.047303,0.97666,0.08822,0.1204,0.17435,0.088237,1.4951721031808565
373.26,0.015586,20.497,2.8692,0.043714,1.0281,0.086962,0.11771,0.17138,0.085845,1.5336853811109634
399.8,0.012754,21.588,2.873,0.046221,1.0292,0.087749,0.11953,0.17312,0.087221,1.5430371542399295
366.8,0.015526,20.302,2.8673,0.043525,1.0397,0.086955,0.1176,0.17144,0.085916,1.5451465143903709
392.5,0.013507,22.559,2.7899,0.046766,1.0318,0.088128,0.11993,0.17359,0.087588,1.5478177076328186
372.92,0.012823,20.453,3.4235,0.041922,1.0652,0.084603,0.11576,0.16695,0.082366,1.5568131950424642
362.05,0.017142,20.103,2.8603,0.042675,1.0614,0.086663,0.11697,0.17059,0.08523,1.5635251046949563
357.52,0.016959,20.71,2.8602,0.042932,1.0671,0.086714,0.11712,0.17066,0.085289,1.5697692960102179
363.74,0.016307,20.725,3.3896,0.040391,1.1245,0.084037,0.11445,0.16486,0.080696,1.6089288183312387
