Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (g63),Error (g303),Error (g237),Error (curve),Error (g59),Reduced Error
414.1,0.54496,144.7,6.0693,0.05428,0.12999,0.057032,0.10124,0.24593,0.069142,0.6576232654874103
422.67,0.58607,140.31,5.9264,0.054201,0.12988,0.05699,0.10118,0.25203,0.069127,0.6634108778644634
421.27,0.59213,139.85,5.8627,0.054213,0.12999,0.056934,0.10132,0.25329,0.069163,0.6649117318336871
421.5,0.60181,138.48,5.8782,0.054185,0.12992,0.056968,0.1012,0.2554,0.06913,0.6668054609084629
436.88,0.60002,136.34,5.8201,0.054118,0.12986,0.056984,0.10109,0.25651,0.06911,0.6676696178280705
419.92,0.60357,139.64,5.8666,0.054204,0.12992,0.056933,0.10129,0.25781,0.069151,0.6693151480854003
421.66,0.58125,140.98,5.8595,0.054234,0.13005,0.056917,0.1014,0.25779,0.069185,0.6695739998112697
421.5,0.61385,139.47,5.7756,0.054202,0.13,0.056848,0.10147,0.25957,0.069203,0.6712912714656241
405.85,0.57344,142.92,6.0707,0.054279,0.12995,0.057031,0.10121,0.25991,0.069116,0.6714925901526663
415.63,0.60734,141.17,5.8199,0.054244,0.13002,0.056853,0.10151,0.25992,0.069205,0.6717570739471974
