Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
910.63,2.7765,186.02,1.8587,0.0,0.0
907.88,2.7223,188.71,1.8721,0.0,0.0
916.95,2.8034,191.61,1.8821,0.0,0.0
911.06,2.7651,190.64,1.9017,0.0,0.0
905.34,2.7346,187.98,1.882,0.0,0.0
908.71,2.7382,191.7,1.8651,0.0,0.0
922.24,2.7397,189.72,1.9159,0.0,0.0
902.57,2.7511,187.46,1.8789,0.0,0.0
926.38,2.7163,191.85,1.8832,0.0,0.0
936.66,3.4278,206.7,1.6927,0.0,0.0
